,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,14.880503144654089,25.687074829931973,25.43764705882353,90.39900935608145,10.448717948717949,0.0,57.69002822201317,13.306878306878307,30.8027950310559,44.26888217522659,73.83160196828868,46.18242790073776,61.07080350039777,70.656328320802,49.84160756501182,50.82608695652174,55.51111111111111,30.68041237113402,10.68421052631579,54.65128449096099,34.09178082191781,17.175,14.040650406504065
1,11.418803418803419,19.01060070671378,16.574257425742573,60.151778955336866,5.647058823529412,0.0,24.35676625659051,8.5,5.554655870445344,8.235412474849095,3.236111111111111,25.19774919614148,44.15226586102719,57.77168949771689,34.879456706281836,38.61609907120743,17.45640074211503,8.830188679245284,8.807692307692308,24.496336996336996,28.24652087475149,3.753623188405797,9.580645161290322
2,8.555555555555555,10.727272727272727,11.733870967741936,42.69250317662008,2.235294117647059,0.0,8.069868995633188,5.37962962962963,4.164179104477612,2.6965174129353233,0.5384615384615384,15.987468671679197,28.25,47.73485342019544,25.76463963963964,31.848306332842416,2.904494382022472,0.0,7.975609756097561,6.107667210440456,23.50997150997151,2.261904761904762,7.2439024390243905
3,5.072727272727272,7.333333333333333,7.7625,23.164835164835164,2.25,0.0,2.7006802721088436,3.0123456790123457,2.6012269938650308,2.3814102564102564,1.0384615384615385,4.772388059701493,13.729390681003585,38.30755555555555,11.96301775147929,25.37160751565762,2.5081967213114753,0.0,6.71875,3.7635933806146573,19.755905511811022,1.5416666666666667,5.115384615384615
4,3.142857142857143,4.038461538461538,4.490196078431373,10.371994342291371,1.6666666666666667,0.0,3.2298850574712645,2.05,2.0952380952380953,1.4703196347031964,1.2692307692307692,2.3523809523809525,5.721674876847291,29.7369826435247,8.733855185909981,16.731182795698924,1.7399103139013452,0.0,5.75,2.5518672199170123,16.552884615384617,1.2142857142857142,3.1333333333333333
5,2.88,2.1333333333333333,2.212121212121212,5.255913978494624,0.6666666666666666,0.0,1.2857142857142858,1.75,1.6304347826086956,1.2905405405405406,1.08,1.816326530612245,7.0469208211143695,23.16898954703833,11.476525821596244,11.070652173913043,1.5747126436781609,0.0,4.5,3.5785123966942147,12.92156862745098,1.3333333333333333,2.1818181818181817
6,1.25,1.896551724137931,1.5294117647058822,2.0239043824701195,0.0,0.0,1.1304347826086956,1.3870967741935485,1.353846153846154,1.305263157894737,1.0952380952380953,1.488888888888889,4.6911764705882355,14.64225352112676,15.83860759493671,7.75,1.704,0.0,4.076923076923077,2.5396825396825395,6.5092592592592595,1.1666666666666667,1.3333333333333333
7,1.0,1.5789473684210527,0.8333333333333334,1.1551724137931034,0.0,0.0,0.9444444444444444,1.1818181818181819,1.4222222222222223,0.9833333333333333,1.0,1.2857142857142858,4.235772357723577,8.775933609958507,17.077205882352942,5.475728155339806,2.051948051948052,0.0,3.1,2.75,6.142857142857143,1.3636363636363635,1.0
8,1.4,1.2222222222222223,0.8,1.3076923076923077,0.0,0.0,0.9375,0.9090909090909091,0.96,0.9791666666666666,0.631578947368421,0.9629629629629629,5.525,6.789156626506024,18.605809128630707,2.793103448275862,1.694915254237288,0.0,2.0,3.0697674418604652,6.8307692307692305,1.4,0.0
9,1.25,1.125,0.8,1.471698113207547,0.0,0.0,0.9285714285714286,0.9,0.95,0.9736842105263158,1.105263157894737,0.9473684210526315,5.825396825396825,5.814814814814815,15.435294117647059,2.27027027027027,1.8035714285714286,0.0,1.0,3.2051282051282053,4.186046511627907,1.1111111111111112,0.0
10,1.25,1.2857142857142858,0.6666666666666666,1.3617021276595744,0.0,0.0,0.9090909090909091,0.875,0.9375,0.9705882352941176,0.5263157894736842,0.9411764705882353,3.263157894736842,3.0,10.012658227848101,1.7391304347826086,1.3333333333333333,0.0,0.0,0.4583333333333333,4.055555555555555,1.2222222222222223,0.0
