,CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,CH2_L2,CH2_L3,DAGI,DALI,inDAGI,inDALI,PALI,PAGI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PALI_0.8_0.2,CN_PAGI_0.8_0.2
0,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.06773944070847543,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2818588227852296,0.011627021872830892,0.01369152923697273,0.014856578675860026,0.013680628687202007,0.03792284855819103,0.0677433641013632,0.009614099334212632,0.009925416195413313,0.012609507372459451,0.012465308201462282,0.017296493124777813,0.030298428152248175,0.009293111289792797,0.009601450302470452,0.011405612579045252,0.011537813646698585,0.014899908859270105,0.022877491586373734,0.009180066959691936,0.009540619885939502,0.01057791465719349,0.010712167246974658,0.013959811562920976,0.019277237338042378,0.009167754217437329,0.00954020180433698,0.010106865131054183,0.009951828383636348,0.01389982736625415,0.01696286026668788
1,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.07289105839475146,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2950834373342738,0.011510434430106607,0.014309217890754332,0.01541359841201403,0.013707163157831293,0.04347285791259744,0.072893068364348,0.009575481570836536,0.010050570345278667,0.012635612071596919,0.012529811072272766,0.017455534621518366,0.030524090352413633,0.00927564472695447,0.009708594675987205,0.011444595302525293,0.011610782182678716,0.015046193531526407,0.022933943325532787,0.009172307998241123,0.009646387570531394,0.010639082341133978,0.01082941699153108,0.014120375212548263,0.01935395794723006,0.00916127251877288,0.009646206129163821,0.010186265686008588,0.01018150642757377,0.01404503017235237,0.017094244963961926
2,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.07337318373714796,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2980301377058187,0.011408090297113963,0.01394661611536342,0.015510700362060913,0.01370256487390861,0.04394621627954344,0.07337790122043931,0.009430702754433185,0.009872889368778167,0.012991590026920437,0.012473664171602497,0.01767919667175969,0.031087334169948733,0.009143871669535696,0.009556223849295923,0.011713192038272422,0.011502625980826941,0.015163739545152039,0.02326262108791368,0.009048358655592422,0.00949726620326194,0.010817275807712893,0.010661812288760198,0.01417079372784176,0.01954481420722663,0.00903783104534128,0.009496448649031973,0.010300815289820244,0.009912163785860522,0.014084609335328905,0.017121868468803696
3,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.06255928154789664,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2619516421416337,0.011321869742210822,0.014007250626279336,0.01577615589593951,0.013253022468519402,0.03968699734268924,0.06256293448055421,0.009449706618954286,0.009938327945747609,0.01321947224352323,0.01202546858925586,0.016752824313855066,0.02844772350772044,0.009160998535725277,0.009610610298813783,0.011854552929905478,0.011120508096476482,0.014552780711882058,0.0216323445158665,0.00906108877351879,0.009551372361293655,0.010910652910645661,0.010348398630460876,0.013714565631756574,0.01841581687796712,0.009050593148206606,0.009550826578579044,0.010361835977711883,0.009665813950832726,0.013648112681879649,0.016368456213806292
4,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.06876636093881441,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.28673940224650923,0.011336971609941739,0.013458236621985677,0.016049949158727237,0.014290922292066006,0.04011710533610936,0.06876788413265467,0.00944565813836266,0.009811788005045504,0.013647290642352691,0.013051376509959136,0.017399517722866915,0.03029118082108851,0.00915367589275779,0.00950972512694462,0.012196300587731244,0.012047043929443323,0.015022675020427761,0.022819486995050944,0.009058327489425508,0.00946009656831313,0.011086859093048499,0.011071214229169835,0.014136705735478983,0.019214374598669703,0.009048820194831813,0.009459809317018845,0.01044514361700968,0.010130710853273456,0.014072978082400133,0.016989856549536563
5,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.06466129603100622,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2828025590487928,0.011404193644194907,0.013557190834694944,0.015284262556171635,0.013812059912961559,0.03927756959980468,0.06466525229594189,0.009476005510641277,0.009733634029081319,0.012770523130311863,0.012504626652300059,0.017220578301259087,0.029622263304566944,0.009178310507591131,0.009434933837007092,0.011517611977966096,0.01148357327052174,0.014854341095008293,0.022421858652848584,0.009079812376353318,0.00937687913403695,0.010700507599335798,0.0106540929922647,0.013987843926963414,0.018943560142870134,0.00906901996794718,0.00937619103712969,0.010232763105884848,0.00993070977166998,0.01393187185901088,0.016755407602048352
6,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.06323429497103135,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.26557893989424103,0.011713232382567117,0.014029143279085726,0.014946051187534195,0.01348833722858942,0.03740581822240216,0.06323758432515957,0.009622575387394751,0.009964285322375479,0.012534810187887692,0.01227170329887239,0.016967572998088785,0.029453290438590986,0.009292382187898459,0.009616041282708184,0.011314599333211545,0.011372325740677631,0.014734695880277685,0.022400489762240607,0.009176817177200628,0.009550174260701571,0.01056199268502825,0.0105702562096187,0.013899215630560196,0.018962052478222708,0.009162132565431523,0.009549582711176017,0.01012080334310373,0.009822556763700838,0.013847306482584466,0.016763777585719668
7,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.06601926143222975,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.27824327879109606,0.011756813695513454,0.014151030421113334,0.0145880396318047,0.013395832464531394,0.04092588280702687,0.06602418753111894,0.009675202645996377,0.009985782522765628,0.012430615360557479,0.012181661814803953,0.01753200531471453,0.03015702250503704,0.009341875499241242,0.009637657641138135,0.011277740693666981,0.011246832205192783,0.01505346970733524,0.022817943006909206,0.009222983048889289,0.009568783399580217,0.010507349408876439,0.010462718307890178,0.014132913168826524,0.019211074373630337,0.009208785159625851,0.009568374171700436,0.010057371381339242,0.009783069099612024,0.0140761532463098,0.016913841077775715
8,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.0664471159673572,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.28386391360910923,0.011505458946576966,0.01385672697170568,0.015206798058436435,0.01377647904006649,0.03999325397543249,0.0664491301548199,0.009546108624161645,0.00989655144199425,0.013043987469202132,0.012520814269376236,0.017196859426614128,0.029808277492240506,0.009228849813035239,0.009556644657597686,0.011723915736270185,0.011545981201768052,0.014825896646757493,0.022504649859562163,0.009119875052476752,0.00949012660822984,0.010781387999967864,0.010735697090827499,0.013943515269071899,0.01896410243966036,0.0091078641493543,0.009489615400949473,0.010236600847274426,0.010032073973612327,0.013877447947498789,0.0168171036009641
9,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.07192105042038169,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.29928458901848626,0.011258491416671668,0.013343987792165538,0.017164970860279478,0.01438918378583125,0.04443768876025089,0.07192547222507831,0.00936335928545389,0.009666028369015306,0.013822193548155323,0.013085775263101057,0.018047493947891916,0.03104585691442003,0.00907949679008366,0.009371322344459,0.01229440923301762,0.011996348825729716,0.015437757031547096,0.02328231885533037,0.008985986209242345,0.009316724650013673,0.011151343822981672,0.011045945167018902,0.014415003862888359,0.01949740952668673,0.008974436900829887,0.00931630113468379,0.010500951753901672,0.010202823437259841,0.014337311858265839,0.017059713258466724
10,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.0683081050402744,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2827917790195514,0.011431616790337109,0.013875311271452188,0.016190282165345075,0.013482309614145852,0.04143366979777166,0.06831471002577248,0.009535542601923854,0.009990527967542467,0.012925990818899018,0.012294036002076365,0.017519185542451927,0.03037805105639944,0.009237062375452671,0.009669489363822777,0.011660963869213397,0.011357151657416555,0.015074559446783332,0.022930263885601154,0.00913715948739432,0.009613695349294429,0.01074026484231597,0.010531125282958386,0.014143619001923586,0.019342898406899713,0.009126927950970152,0.00961342735978783,0.010227995797948877,0.009795576781654288,0.014080466534375991,0.017063748794142804
11,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.07041799911251662,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2944977387121906,0.011587471046472918,0.013732330303033995,0.015377145931398543,0.013522680267428096,0.039413771297033245,0.07042762455274704,0.009563897330040642,0.0099382760553531,0.012792478852909989,0.01232520484481735,0.01744250311204739,0.030751437142125308,0.009252233410366066,0.009608750694513338,0.011576795033197777,0.011415605365423683,0.015046645889356388,0.023151764519170955,0.00914457014725727,0.009549460949507703,0.010694100088492359,0.010637499243819307,0.014158798286528131,0.019492214692083863,0.009133192183819949,0.009548910371888718,0.010194988804078724,0.009907731366709938,0.014084865490838028,0.017189935598526877
12,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.06840282188866995,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.29480154815781123,0.0113543381104588,0.013476562470176598,0.015304251553034285,0.014604080499282546,0.04159626139857093,0.06841035317501176,0.009456428260634555,0.0097963521257967,0.013056936131383404,0.013341443597549784,0.01764380281360654,0.030368266875404337,0.009160754954800681,0.009480499144189478,0.011731191623176998,0.01234129581945839,0.015150752644948914,0.022823356574573208,0.009057484434434318,0.009423974355670512,0.010812054348785696,0.011485578098829507,0.014224563562383281,0.019187416124578496,0.009046277666835023,0.009423541124875678,0.010271098306094425,0.010678486642948673,0.014157742598145777,0.016849051659621524
13,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.0703174437770687,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.013439134507108956,0.2947268092652758,0.011311694482576523,0.013982193001464784,0.015566014695365588,0.01384519423901942,0.04590995533476024,0.07032351283021436,0.009459362909297641,0.009884390536076053,0.013307685939333215,0.012626320696332924,0.017998496705140966,0.030619161213298995,0.009157247761836991,0.009545335159927785,0.011911550994188712,0.011639227884489817,0.015416570594040523,0.022982566335709387,0.009057897169044385,0.009481483349385332,0.01091081380930519,0.010759063165546484,0.014420356604667893,0.019353649932564478,0.009047837610607384,0.009481107884087403,0.010336658919656664,0.009952807659574375,0.014351767000550249,0.016956344018973557
