,Dolphins,Polbooks,Word adjacencies,Karate,USAir97,Circuits1,E. Coli,Barabasi_albert_graph,bio-celegans,bn-macaque-rhesus_brain_2,soc-tribes,fb-pages-food,bn-cat-mixed-species_brain_1,ca-sandi_auths,soc-firm-hi-tech
0,-0.04359402821531252,-0.127896009666719,-0.12934785343900138,-0.47561309768461457,-0.20787623081200438,-0.24869377980972532,-0.3410762913248029,-0.11038044889113927,-0.2233166438405537,-0.7697600913559981,-0.07918338094621843,-0.028203795222469928,-0.025391337049728915,-0.25580072036078527,-0.2557131450293245
1,-0.05031749674852746,-0.38234210026850574,-0.19672355549939738,-0.6562629045942232,-0.395269102089173,-0.3430899648039642,-0.4532736158970871,-0.21196808941100034,-0.3324693091958855,-0.8734884365635772,-0.20819898664210187,-0.09761292736539678,-0.2164795217211106,-0.3883772333763125,-0.33176063391884103
