,Unnamed: 0,CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,CH2_L2,DAGI,DALI,inDAGI,inDALI,PALI,PAGI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PALI_0.8_0.2,CN_PAGI_0.8_0.2
103,103,0.7714732211761073,0.7746276431548077,0.7746276431548077,0.7716179194320112,0.7571095076400678,0.7539068529093995,0.7571095076400678,0.7484758450378144,0.7606594381849051,0.7796342028090754,0.573689998456552,,0.4677515820342645,0.5330201419972218,0.53805564130267,0.4784399598703504,0.741173406389875,0.7716179194320112,0.6661232443278284,0.6941368266707826,0.6252218706590522,0.5283126254051551,0.8082072850748572,0.814082034264547,0.7363308380922983,0.7594053866337398,0.6532933323043679,0.5786290322580645,0.8356420743941966,0.83721446210835,0.7800297113752122,0.7717722642383084,0.7126196172248803,0.6340870504707516,0.8408319185059423,0.8420570304059268,0.7815345732366106,0.771849436641457,0.7686467819107887,0.6930178268251272,0.8415843494366414,0.8439863404846427
104,104,0.8084599179509924,0.8037587315666925,0.8032043463798647,0.6576893225413016,0.7957755848763721,0.7917729238274753,0.7957755848763721,0.7835569353586872,0.79732786339949,0.8128506486306686,0.5968400044350815,,0.4698747089477769,0.4913959419004324,0.5503159995564919,0.5160549950105333,0.6536533983811954,0.6576893225413016,0.6583767601729682,0.6562811841667591,0.643341833906198,0.5773589089699523,0.7197915511697528,0.707096130391396,0.7368777026277858,0.7551169752744207,0.6960416897660495,0.6390287171526776,0.7640093136711388,0.7513138928927819,0.7874708947776915,0.789156225745648,0.7613704401818384,0.6966626011752965,0.782237498614037,0.775440736223528,0.7906419780463465,0.7909967845659165,0.8251358243707728,0.7598403370661937,0.7870052112207562,0.7802971504601396
105,105,0.8118619549493697,0.8186918784872907,0.816769993800372,0.7329303575118826,0.8062306261624302,0.8000929944203348,0.8062306261624302,0.7884996900185989,0.81478611283323,0.8138355032031411,0.6241888820004133,,0.4296962182269064,0.4718536887786732,0.6025418474891506,0.5383343666046704,0.699318040917545,0.7329303575118826,0.6272680305848316,0.648677412688572,0.7131018805538334,0.5858855135358545,0.7733209340772887,0.7838809671419715,0.711634635255218,0.758462492250465,0.7365364744781979,0.62723703244472,0.8140524901839223,0.8147344492663773,0.7974788179375903,0.8109113453192809,0.7906282289729283,0.6734759247778467,0.8297685472205001,0.8409795412275263,0.8028828270303782,0.8126679065922712,0.8421471378383965,0.7310808018185575,0.8350692291795826,0.8476544740648895
106,106,0.8058875706841113,0.8045903093469342,0.8043242044572569,0.6646413127841224,0.8102117751413682,0.8058321321654285,0.8102117751413682,0.795176848874598,0.8109990021066638,0.8054329748309126,0.6646634881915956,,0.4214547067302361,0.4240381417008537,0.5858631777358909,0.5830358132830691,0.6151236278966626,0.6646413127841224,0.6147355582658832,0.617463133385076,0.69832575673578,0.6273311897106109,0.7055771149794878,0.7195919725024947,0.6979376871050005,0.7228406696973058,0.7406918727131611,0.674143474886351,0.7683778689433418,0.7720368111764053,0.7599733895110323,0.7653065750083159,0.81670916953099,0.7212883911741877,0.7997338951103227,0.807118305798869,0.7652178733784233,0.7701629892449274,0.8673799756070517,0.7780574343053553,0.8095354252134384,0.8201130945781129
107,107,0.780131351039261,0.7889181581986143,0.7885121968822171,0.6236016887990762,0.7840015155889145,0.7767483400692841,0.7840015155889145,0.7661572603926097,0.7899014867205543,0.7884670900692841,0.5840339924942264,,0.3981758804849885,0.4325382505773673,0.583582924364896,0.5805427251732102,0.62353853926097,0.6236016887990762,0.5895640877598152,0.6262359266743649,0.6483112009237875,0.6023022517321016,0.6979918446882218,0.6684829676674365,0.6772697748267897,0.7412853637413395,0.685623556581986,0.6324516454965358,0.746481668591224,0.7064989896073904,0.7608256351039261,0.7884310046189376,0.7206444861431871,0.6668591224018476,0.7715610565819861,0.7432700635103927,0.7724812355658198,0.7926169168591224,0.7679705542725173,0.7123177684757506,0.7763243360277137,0.7594183025404156
108,108,0.8004835450346421,0.7971275981524251,0.7934017754041571,0.6755106091224019,0.7962254618937645,0.7919222719399539,0.7962254618937645,0.7850119081986143,0.7985800375288684,0.8014398094688222,0.6474902569284064,,0.530131351039261,0.5367710739030023,0.5216151847575058,0.4730892754041571,0.6232949624711317,0.6755106091224019,0.6820871824480369,0.6604900404157044,0.6057484122401848,0.5263514001154734,0.7057592378752886,0.7210594688221709,0.7439376443418014,0.745317912817552,0.6682484122401847,0.5885266310623557,0.7605640155889145,0.757036662817552,0.7996716224018475,0.7836587038106235,0.7432520207852193,0.6546441974595842,0.7918320583140877,0.7895676963048497,0.8062572170900694,0.7868522661662818,0.8151161951501155,0.7260843677829099,0.8003482245958429,0.8044890300230946
109,109,0.6741682165736723,0.6807501549907006,0.6811531308121513,0.6558483157677206,0.6747158503823104,0.6702417854928705,0.6747158503823104,0.6589894606323621,0.6794688985327547,0.6663773506922919,0.6054970035131225,,0.3988014052490183,0.50447406488944,0.5735069229179584,0.4820520768753875,0.6631948749741683,0.6558483157677206,0.5370324447199835,0.6064062822897294,0.6246228559619755,0.5216470345112627,0.6970138458359165,0.6839326307088242,0.5849142384790246,0.6569435833849969,0.6356685265550734,0.5546187228766274,0.7128642281463112,0.7043914031824757,0.6317730936143833,0.6796238892333126,0.6650547633808639,0.5879623889233313,0.7267927257697872,0.7162946889853274,0.6369291175862781,0.6796032238065717,0.6887786732796033,0.6299855342012812,0.7316697664806778,0.7246641868154577
110,110,0.8104153750774954,0.8162843562719571,0.8157057243232073,0.6842219466831989,0.8037094441000208,0.7991940483570986,0.8037094441000208,0.7868774540194255,0.8079355238685679,0.8155094027691673,0.6107563546187229,,0.4100847282496384,0.4455672659640421,0.5835503203141146,0.5348522421988013,0.6790039264310808,0.6842219466831989,0.6373217606943583,0.6255528001653234,0.6777949989667287,0.5955982641041537,0.7551250258317834,0.7328890266584005,0.7296032238065716,0.7334676586071502,0.7168009919404836,0.6509816077702004,0.7998553420128126,0.7739718950196322,0.7915685058896467,0.7755424674519529,0.7568815871047737,0.7065096094234347,0.820913411861955,0.8045773920231454,0.7954122752634842,0.777877660673693,0.8204484397602811,0.763752841496177,0.8289522628642282,0.8154060756354619
111,111,0.7398222773300269,0.7459702417854929,0.7456705930977474,0.5960219053523454,0.7426224426534408,0.7379727216367018,0.7426224426534408,0.7262967555280017,0.7463525521802026,0.7299545360611697,0.6079458565819384,,0.4617586278156644,0.4456602603843769,0.5546083901632568,0.5433147344492664,0.6142074808844803,0.5960219053523454,0.6137425087828063,0.5834986567472619,0.6278776606736929,0.5899669353172143,0.6874457532548047,0.6427257697871461,0.6810084728249639,0.6680202521182063,0.6616036371151064,0.6365054763380864,0.7304608390163257,0.6808328166976647,0.74202314527795,0.6962492250464971,0.7228042984087621,0.6844079355238686,0.7522112006612937,0.7093097747468485,0.7478817937590411,0.6976234759247779,0.754784046290556,0.7326513742508782,0.7571605703657781,0.7218123579251912
112,112,0.7734139284976236,0.7698078115313082,0.769745815251085,0.5898119446166563,0.7784252944823311,0.7770407108906799,0.7784252944823311,0.7704691051870222,0.7781566439346973,0.7896362884893574,0.5568609216780327,,0.5296342219466832,0.5461768960529035,0.4345835916511675,0.4399462698904732,0.6046187228766274,0.5898119446166563,0.6728972928290968,0.6644864641454846,0.5252944823310601,0.4826720396776193,0.6834883240338914,0.6403905765654061,0.7339946269890474,0.7397292829096922,0.5797582145071296,0.536867121306055,0.7375490803885101,0.6833333333333333,0.7969725149824345,0.7709340772886961,0.6669456499276709,0.5997520148791072,0.7687952056209961,0.7289625955775987,0.800857615209754,0.7726286422814632,0.7373217606943583,0.6758524488530688,0.7772266997313495,0.7486980781153131
113,113,0.7626233507040692,0.7700742876150348,0.7695864286506264,0.563676682559042,0.7792992571238496,0.7772812950437964,0.7792992571238496,0.7661935913072402,0.7774697860073179,0.7644971726355472,0.6261004545958533,,0.4825479543186606,0.5261558931145359,0.5525889788224858,0.4513693314114647,0.5346712495842112,0.563676682559042,0.6156225745648076,0.6490298259230514,0.649462246368777,0.5126954207783567,0.6306242377203681,0.6257899988912297,0.6882802971504601,0.7250471227408803,0.6907750304911853,0.5737664929593081,0.6949107439849207,0.6803415012750859,0.7499390176294489,0.7547399933473777,0.7373212107772481,0.6365894223306353,0.73277525224526,0.7242709834793215,0.758631777358909,0.7552500277192593,0.7902649961193037,0.6975939682891673,0.7416786783457145,0.7475551613260893
114,114,0.7753414878839326,0.7860684519215928,0.7859526933168699,0.6342510418274425,0.7803673406389875,0.7785152029634202,0.7803673406389875,0.7722063590060194,0.7774154962185522,0.7724378762154653,0.5871372897052014,,0.5325378144775429,0.5563455008488964,0.4517961876832844,0.4265511653032875,0.6289261460101867,0.6342510418274425,0.6907605340330298,0.697243015897515,0.5323255903688842,0.4767035807995061,0.7010823429541596,0.6849436641457015,0.7607559036888409,0.766485954622627,0.5808670319493748,0.5346600555641302,0.7523248186448526,0.7291248649482944,0.8048020527859239,0.7898884858774502,0.6516534187374595,0.5998417965735452,0.7884800895199877,0.7694474455934558,0.8080047075165921,0.7917599166538045,0.736080027782065,0.6713902608427227,0.7998244327828369,0.7880267016514895
115,115,0.7267145611457951,0.7279195739992655,0.7273228057289755,0.646047557840617,0.7250390194638268,0.7191287183253765,0.7250390194638268,0.7112789203084834,0.7249127800220346,0.7166498347410944,0.595345207491737,,0.4980375504957767,0.509904058024238,0.5477529379360999,0.5000114763128902,0.6446589239809034,0.646047557840617,0.6519119537275064,0.6664180132207124,0.6308529195739994,0.5350716121924348,0.6884525339698861,0.6759204002937936,0.7219977965479251,0.7267375137715755,0.6593026992287917,0.575881380829967,0.7192090525156077,0.7026602093279471,0.7472227322805729,0.7359988982739625,0.6929512486228424,0.6151533235402129,0.7371809585016527,0.7239602460521484,0.7445946566287183,0.7350348879911862,0.7414960521483658,0.659314175541682,0.7418173889092912,0.7358038009548292
116,116,0.7588555332613056,0.7638910325667541,0.7640260842722641,0.6595635900601945,0.7614890415187527,0.7577751196172248,0.7614890415187527,0.7506463188763697,0.7644022997376138,0.7591835159746874,0.5896357462571385,,0.498003164068529,0.5155791788856304,0.560184827905541,0.4955143540669857,0.6487208674178114,0.6595635900601945,0.6629881154499151,0.6665283994443587,0.6148325358851675,0.5353835468436487,0.7156486340484642,0.707265781756444,0.7324432782836858,0.75444705973144,0.6399907393116221,0.5756771878376292,0.7546206976385244,0.7520257755826516,0.7816792714925143,0.78255710757833,0.6928731285692237,0.6165785615064053,0.7694377990430621,0.7802515820342645,0.7853835468436487,0.7851906158357772,0.7432667078252817,0.6618401759530792,0.773566522611514,0.7894929773113134
117,117,0.8027053997117197,0.7972169863621245,0.7957090586539528,0.6210444616919836,0.8034482758620689,0.7998115090364786,0.8034482758620689,0.7940237276859963,0.8064086927597295,0.8100011087703737,0.6088923383967181,,0.4243707728129504,0.4639649628561925,0.5206896551724137,0.546989688435525,0.5824259895775584,0.6210444616919836,0.616565029382415,0.6396607162656613,0.6388956647078391,0.5806297815722363,0.6731012307351147,0.6721587759175074,0.7091251801751857,0.7476438629559818,0.6902428207118306,0.6180507816831133,0.7390841556713605,0.7271537864508261,0.785885353143364,0.7883468233728794,0.7451823927264665,0.6659163987138264,0.7754407362235283,0.7674908526444173,0.7942233063532542,0.7912074509369111,0.8086927597294601,0.7268211553387294,0.7843996008426655,0.7859629670695198
118,118,0.747644141351519,0.7519528828270304,0.7508576152097541,0.6121616036371151,0.7485534201281258,0.7427567679272578,0.7485534201281258,0.7323413928497624,0.7487910725356479,0.7390989873940897,0.6378073982227733,,0.4782599710684025,0.475759454432734,0.5890886546807191,0.5380243852035544,0.6025625129158917,0.6121616036371151,0.6132775366811325,0.6171109733415996,0.6851312254598056,0.5832713370531102,0.6758421161396984,0.657119239512296,0.6775780119859476,0.6981297788799339,0.7114486464145484,0.6329716883653648,0.7214507129572226,0.6914445133292003,0.7185058896466212,0.7205311014672453,0.7648997726803058,0.6781669766480678,0.7423434593924365,0.7238272370324449,0.7209134118619549,0.7213783839636289,0.7845319280843149,0.7249638355032031,0.7477371357718537,0.7370944410002067
119,119,0.7590307914858442,0.7620996073568919,0.7614693118412895,0.5903595784252945,0.7616243025418474,0.7592477784666253,0.7616243025418474,0.7509816077702004,0.7591961148997727,0.761128332300062,0.6240338912998553,,0.5602087208100848,0.5596817524281876,0.5109423434593925,0.4472618309568092,0.5918268237239099,0.5903595784252945,0.6981814424467865,0.6915581731762761,0.5976751394916304,0.4947923124612523,0.6843769373837569,0.6443376730729489,0.7573982227733003,0.762099607356892,0.6487497416821658,0.5479851208927464,0.7396672866294689,0.691186195494937,0.792064476131432,0.7821244058689812,0.7039264310808018,0.6044947303161811,0.7697251498243439,0.7266274023558587,0.7956912585244885,0.7828890266584005,0.7538024385203554,0.668733209340773,0.7789625955775987,0.7483674312874561
120,120,0.7658090514569127,0.7679375904112421,0.7674932837363092,0.5908452159537094,0.7677102707170904,0.7656747261830957,0.7677102707170904,0.7620582765034098,0.7653027485017566,0.7706137631742096,0.6226183095680926,,0.5332713370531101,0.5121926017772267,0.5403285802851829,0.4999586691465179,0.5898119446166563,0.5908452159537094,0.6731659433767306,0.641692498450093,0.6037507749535027,0.5444203347799133,0.6613866501343253,0.6340669559826411,0.7269270510436041,0.7168733209340774,0.6322277330026864,0.5958979127918992,0.7132568712543914,0.6717400289315975,0.7743748708410829,0.7468381897086176,0.6997726803058484,0.6527071709030792,0.7424157883860302,0.7148067782599711,0.776596404215747,0.7475821450712958,0.7612109940070262,0.7166046703864435,0.7499586691465179,0.7342116139698285
121,121,0.7429092090069284,0.7423679272517321,0.7404463770207852,0.6880503031177829,0.7342396795612008,0.7296478060046189,0.7342396795612008,0.7219435623556582,0.7376768187066973,0.741980008660508,0.6610854503464203,,0.4754979792147805,0.5214347575057736,0.5313582563510393,0.495453233256351,0.6719742349884525,0.6880503031177829,0.6224649971131639,0.6410580254041571,0.597999061778291,0.5407855802540416,0.7206895929561201,0.7168013856812933,0.6848928262124712,0.7120381062355658,0.6429976183602772,0.5945168158198615,0.7531033487297922,0.7427829099307159,0.7232697026558892,0.7232877453810623,0.7049563366050808,0.6514416137413395,0.7644071160508084,0.7576320727482679,0.725921983256351,0.7233057881062356,0.7527515155889144,0.7116772517321016,0.7676367638568129,0.7640372401847575
122,122,0.8428094613366259,0.8437065905232288,0.8411213150177497,0.6882234912795184,0.843407547461028,0.838227349899676,0.843407547461028,0.8245099552400063,0.8446037197098317,0.8320246179966044,0.6039512270412101,,0.4043544528476616,0.4329082420126562,0.5787640839635746,0.5844362555949992,0.6721716314246026,0.6882234912795184,0.6415148942738077,0.6321288007408551,0.6862555949992283,0.63467549004476,0.7659553943509801,0.7531061892267326,0.7617302052785925,0.761923136286464,0.7360703812316716,0.6919277666306529,0.8254553171785769,0.8036155270875135,0.826670782528168,0.8094999228275969,0.806586664608736,0.7474918968976693,0.854134511498688,0.8422017286618305,0.8321307300509339,0.8143617842259607,0.8710449143386325,0.8007022688686526,0.859681277974996,0.8548965889797808
123,123,0.8074841224018475,0.8107047488452656,0.8096041426096997,0.7054074047344111,0.8070510969976905,0.8024682448036952,0.8070510969976905,0.7919222719399538,0.8088102627020785,0.8023509670900693,0.6336424653579676,,0.47167292147806,0.5186561778290993,0.5602627020785219,0.4620651703233256,0.6931924797921478,0.7054074047344111,0.6759887413394919,0.6962417003464203,0.6482751154734412,0.5264776991916859,0.7791119370669746,0.7635591079676675,0.7456697459584296,0.7768926818706697,0.6881314953810622,0.5858563077367205,0.8225317551963048,0.8038485132794456,0.7965863163972287,0.8075111864896074,0.7612225750577367,0.6422398239030023,0.8439845554272517,0.8334927107390301,0.8016382794457275,0.8115527569284064,0.8156755196304849,0.7086370525404156,0.8506784064665127,0.8457978493071594
124,124,0.7907832196734863,0.8038851002273197,0.8042054143418063,0.6868154577392023,0.7846559206447614,0.7779706550940277,0.7846559206447614,0.7688055383343666,0.7904629055589999,0.7968898532754702,0.6207480884480264,,0.4675449473031618,0.4765447406488943,0.5545463938830337,0.5340566232692705,0.6724116553006819,0.6868154577392023,0.6328476958049184,0.6185058896466212,0.6441930150857615,0.5861644967968589,0.7419611489977268,0.7323207274230212,0.7022628642281463,0.7164910105393677,0.680409175449473,0.6388820004133086,0.7864124819177516,0.7650340979541228,0.7727216367017979,0.7657883860301715,0.7616243025418474,0.6919508162843563,0.809123785906179,0.7975614796445547,0.7756767927257698,0.7674416201694565,0.8070469105187021,0.7496073568919199,0.8153647447819797,0.8135771853688778
125,125,0.7550065596542677,0.7545917579873438,0.7519389566291095,0.6226558882543602,0.7587687143077635,0.7544277666306529,0.7587687143077635,0.7469227504244482,0.7582960333384782,0.7609970674486803,0.6187490353449606,,0.5072252662447908,0.5478854761537274,0.5312065905232288,0.4601018675721562,0.5709310850439883,0.6226558882543602,0.6460005402068221,0.6671071924679735,0.6170801821268714,0.4989774656582806,0.6495601173020528,0.6700686834388022,0.7104394968359315,0.7445593455780213,0.6554927457941041,0.544798580027782,0.7062528939651181,0.708153264392653,0.7607944898904151,0.7717240314863405,0.6915515511653033,0.5981247106034882,0.7397553634820188,0.743671862941812,0.7641514894273806,0.7711548850131194,0.7712706436178423,0.6583770643617841,0.7488617070535577,0.760360395122704
126,126,0.7869397085843695,0.7898773661496388,0.7894500705037815,0.6098149809853437,0.7954428919369311,0.7893325642011707,0.7954428919369311,0.7820899030038883,0.796991838653164,0.8018843737982309,0.5757381532282186,,0.4383839678673674,0.4314831431867709,0.560889629534675,0.5196769644917318,0.6043883262829552,0.6098149809853437,0.5959171901038329,0.5682604794257147,0.6354847669102253,0.5661453659787207,0.6814190488398923,0.6547985301029783,0.6674998931760885,0.6779365893261549,0.6838012220655472,0.6152416356877323,0.7353010297825066,0.6960111951459215,0.7493483741400675,0.7444665213861471,0.7376725206170149,0.6680981070802888,0.7688864675468956,0.7438683074819468,0.7589945733452976,0.7479703456821776,0.7921954450284152,0.7222257830192711,0.7782656069734649,0.7662372345425801
127,127,0.7967968588551354,0.7985327547013846,0.7962492250464973,0.6922504649721016,0.796827856995247,0.7914651787559414,0.796827856995247,0.77937590411242,0.8014259144451333,0.7853172143004754,0.6086381483777639,,0.4395432940690225,0.54085554866708,0.5285492870427775,0.4660880347179169,0.6671523041950816,0.6922504649721016,0.6318764207480885,0.7011882620376111,0.6210994007026245,0.5248708410828684,0.7402769167183303,0.738034717916925,0.7016429014259145,0.7863711510642695,0.6880140524901839,0.5829923537921058,0.7840462905559,0.7731039470965075,0.7703141144864641,0.8186092167803265,0.7720500103327134,0.6410725356478612,0.8066232692705104,0.7990390576565406,0.7780016532341393,0.8203657780533169,0.8311634635255218,0.6995763587518082,0.8117276296755529,0.8100330646827858
128,128,0.7886522218141756,0.7790924531766434,0.7769578589790672,0.7264047006977598,0.7834075468233566,0.7792875504957767,0.7834075468233566,0.7712197025339699,0.7848994674990819,0.7897539478516343,0.6331826110907087,,0.4310044069041497,0.477242471538744,0.4903828497980168,0.5054397723099523,0.6838275798751376,0.7264047006977598,0.653243206022769,0.6788698127065736,0.5887233749540948,0.5529861366140286,0.764678204186559,0.7710360815277268,0.7392237421961072,0.7646437752478884,0.6207308116048476,0.6011522218141756,0.807014322438487,0.8075307565185457,0.7740428755049578,0.7849568490635328,0.6839767719427102,0.6527038193169299,0.8197186008079325,0.8235287366874771,0.7768201432243849,0.7859552882849798,0.7477162137348512,0.7119789753947852,0.8230582078589792,0.8280044987146531
129,129,0.7696307794655727,0.7796762390508926,0.7807628340170751,0.6265217873378423,0.7744871937021843,0.7692870606497394,0.7744871937021843,0.7551391506818937,0.7789777137154895,0.7655394167867835,0.6065528329083046,,0.411265106996341,0.4721144251025612,0.6010644195587094,0.5356691429205012,0.6264663488191595,0.6265217873378423,0.5816942011309458,0.6135824370772813,0.7063532542410468,0.5932919392393835,0.6882137709280407,0.6709613039139595,0.6505155782237498,0.6944117973167757,0.748286949772702,0.6547732564585874,0.7261891562257456,0.7112761947000776,0.7262889455593747,0.7286506264552611,0.791407029604169,0.7079831466903204,0.7470783900654174,0.7433640093136712,0.7336290054329748,0.7298702738662823,0.8114092471449162,0.7538197139372436,0.7519680674132387,0.7583324093580219
130,130,0.7949239851828985,0.7851520296342028,0.784988038277512,0.681335854298503,0.7886923136286463,0.7840909090909091,0.7886923136286463,0.7768656428461183,0.7947599938262078,0.7944030714616452,0.6210642074394196,,0.4370466121315018,0.509974533106961,0.4752662447908627,0.4728546071924679,0.6458654885013119,0.681335854298503,0.6227716468590832,0.6729144158049082,0.5741723259762308,0.5228623244327828,0.7121951690075629,0.7194686680043216,0.70881887636981,0.7703059885784842,0.6346176107423985,0.5776933168698873,0.764286541132891,0.7573024386479394,0.7898306065750887,0.8077056644543911,0.7033975150486186,0.6375308689612594,0.7946442352214849,0.7905058651026392,0.7965831918505941,0.8082458712764315,0.7667753511344343,0.7032624633431086,0.7998823120851983,0.8011556567371508
131,131,0.744334584295612,0.7472214203233255,0.7457599595842955,0.6868775259815243,0.7404193129330253,0.7372889001154733,0.7404193129330253,0.7310912240184757,0.7410688510392609,0.7515606957274826,0.5991808602771362,,0.504203954965358,0.5037258227482679,0.5236720554272517,0.5083086749422633,0.6521091945727482,0.6868775259815243,0.6459385825635103,0.6243053550808315,0.5912871680138568,0.5549761836027713,0.7212128319861432,0.723341873556582,0.7050104647806004,0.7016815819861432,0.6407061922632795,0.6020857390300232,0.762061561778291,0.750820943995381,0.7445962038106235,0.7271939953810623,0.7068147372979214,0.6537059757505773,0.7803568851039261,0.7731939232101617,0.7480062788683604,0.7289080542725174,0.7495940386836026,0.7038827944572748,0.7839834728637414,0.7854810190531178
132,132,0.7284592529711374,0.7335429850285538,0.73326323506714,0.5898672634665844,0.7266167618459638,0.7226906158357771,0.7266167618459638,0.7155425219941348,0.7265010032412409,0.724137598394814,0.6020701497144622,,0.5084214384935947,0.5516669239080105,0.4806972526624479,0.4358504398826979,0.6110414415804908,0.5898672634665844,0.6295724648865565,0.6594478314554715,0.5675837320574163,0.4852890106497916,0.6532740392035807,0.6196943972835314,0.6855996295724648,0.7192950300972372,0.6193857076709369,0.5395894428152492,0.683236224726038,0.647534341719401,0.7220635900601945,0.7369385707670937,0.6758759067757371,0.5941310387405464,0.7007350671399908,0.6746797345269331,0.7263466584349436,0.7386749498379379,0.7197291248649483,0.6495601173020528,0.7053268251273345,0.6853488192622317
133,133,0.7070360110803324,0.7120083102493074,0.7103462603878117,0.5396260387811634,0.7250831024930748,0.7244459833795014,0.7250831024930748,0.7184764542936288,0.7205540166204987,0.7154709141274238,0.5659972299168975,,0.5156648199445983,0.5437950138504155,0.5155540166204986,0.43398891966759,0.5446952908587258,0.5396260387811634,0.6217313019390582,0.6365512465373961,0.5756509695290859,0.4804293628808864,0.6259695290858724,0.6024099722991689,0.6668698060941829,0.6923407202216068,0.6100277008310249,0.5256925207756232,0.6735041551246537,0.6574515235457064,0.712825484764543,0.7176315789473684,0.6565096952908588,0.5760803324099724,0.7086842105263158,0.6919390581717452,0.7178393351800554,0.7196814404432134,0.6999168975069252,0.6294182825484764,0.7228947368421053,0.7211357340720221
134,134,0.8001041827442507,0.8037988115449916,0.80282450995524,0.7033685753974379,0.8008373205741627,0.7952905540978547,0.8008373205741627,0.7835796419200494,0.8044547769717549,0.7934287698718938,0.6081667695632043,,0.4368729742244174,0.4587224108658744,0.5367726501003242,0.5258045223028245,0.6984102484951382,0.7033685753974379,0.6463960487729588,0.6552226423830838,0.6305178268251274,0.5745196017903997,0.768251273344652,0.7450223799969131,0.7381540361166847,0.761074239851829,0.671747183207285,0.6277396203117764,0.8048888717394659,0.784187374594845,0.8039049235993208,0.7975864330915263,0.7368806914647321,0.6757022688686525,0.8202558265164377,0.8105417502701036,0.8084002160827288,0.7990527087513505,0.7878723568451922,0.7280348047538201,0.8242494983793796,0.8199760765550239
135,135,0.8539222873900294,0.8492340638987499,0.8490893656428462,0.6978700416730976,0.8520701497144622,0.8500733137829912,0.8520701497144622,0.8464462108350055,0.8506810464577867,0.8648228893347739,0.5743170242321346,,0.5379977620003087,0.5674100941503318,0.493372819879611,0.4446480938416421,0.6701940885939188,0.6978700416730976,0.7239639604877296,0.7355301744096311,0.5961857539743787,0.5033859391881463,0.756463188763698,0.7505209137212533,0.7959851057261923,0.8274907393116222,0.668515588825436,0.5733716622935638,0.8255517826825127,0.7957053557647785,0.8628164068529094,0.8563339249884241,0.7707883160981632,0.654528090754746,0.8650447599938261,0.8445554869578639,0.8670608890260842,0.8565461490970829,0.848771029479858,0.7494694397283531,0.8718648711220867,0.8627488810001545
136,136,0.8239690657969512,0.8229066291107653,0.8213870975712204,0.6832579744521038,0.8249820868233144,0.8215847602105107,0.8249820868233144,0.8204111382897241,0.8217577150198899,0.8158772515010009,0.6196600202604206,,0.5627208262298322,0.5746547080769896,0.4892891557334519,0.404566006967608,0.6838262545400637,0.6823808464902528,0.7177377510933215,0.7335631161515084,0.6141254663602895,0.4594791589454698,0.7713043263410174,0.7404566006967609,0.7788649222938749,0.8139129790230524,0.6777110666370173,0.5278457243100338,0.8235860944333258,0.792182442616065,0.8349887579373904,0.8450201368813777,0.731425888864181,0.6070713809206137,0.8476762285968423,0.8306895955328244,0.8388925950633755,0.8456872482889828,0.826229832233835,0.6955748276628864,0.8534578607960863,0.8434017740221875
137,137,0.7939428020565553,0.8022286999632758,0.8019532684539112,0.699469794344473,0.7882849798016893,0.7845207491737055,0.7882849798016893,0.7798384135145061,0.789971997796548,0.792508262945281,0.6473443811972089,,0.5030641755416819,0.4610264414248989,0.4879154425266251,0.5168931325743664,0.6942595482923246,0.699469794344473,0.6647080426000734,0.6391847227322807,0.591225211164157,0.5561765515975028,0.7693146345941975,0.7422420124862283,0.7363546639735585,0.7417141020932795,0.6361664524421594,0.6050885971355123,0.8057060227690047,0.780136797649651,0.7911655343371282,0.7739166360631656,0.710257528461256,0.6592453176643408,0.8240336944546456,0.8063027910392948,0.7943559493206024,0.7750986962908557,0.7933804627249358,0.7242242012486229,0.8283946933529196,0.8152313624678663
138,138,0.784201281256458,0.7913205207687539,0.7905455672659641,0.6277536681132465,0.7831680099194049,0.776730729489564,0.7831680099194049,0.7683715643728044,0.7871977681339121,0.7781669766480679,0.5898946063236206,,0.4924261210994007,0.5092167803265137,0.5447716470345113,0.5045670593097747,0.6015809051456913,0.6277536681132465,0.6619756147964455,0.6665736722463319,0.6269580491837157,0.5418371564372805,0.6883137011779293,0.6728972928290969,0.744027691671833,0.7628228972928291,0.648171109733416,0.5830440173589585,0.7418371564372805,0.7199524695184956,0.8068092581111801,0.8029448233106014,0.7004649721016739,0.6278053316800992,0.7737859061789627,0.7553730109526762,0.8162533581318454,0.807821864021492,0.7780429840876214,0.6845112626575739,0.7820004133085348,0.7702314527794999
