,GCC,ACC,ASP,h,diam,g,d,cl,b,PR
0,0,0.0,3.0253076062639823,176.0253755668936,10,0.4365475631041891,0.06375838926174497,0.34247091854826317,0.0045410484445380745,0.0022321428571428575
1,0,0.0,3.012435647288371,155.63999005634776,8,0.43323842638713034,0.05843630281120164,0.31543136912949254,0.0043105871627967364,0.0023201856148491896
2,0,0.0,3.099080722367276,139.03984627825207,15,0.4352948234012902,0.05510521575370507,0.28991532567555117,0.004386540205844645,0.0024154589371980658
3,0,0.0,3.0106379630503888,125.9557994482427,8,0.4325679163225516,0.05280767371447472,0.2767980951619171,0.004120212422989584,0.0025188916876574294
4,0,0.0,2.8112932604735885,103.63052005012506,8,0.43942353813282164,0.0502846826829607,0.2396737765102816,0.0031258151241486906,0.0026315789473684223
5,0,0.0,2.970743760810477,91.4826183917091,8,0.4503180598483285,0.04692327595391382,0.21845799483179837,0.003386177106978887,0.002754820936639119
6,0,0.0,2.8734956112569,80.21241398293401,7,0.44747448085565106,0.04366256178269247,0.20262607757776338,0.003056355946237125,0.0028901734104046267
7,0,0.0,3.0437067773167357,70.64036763641619,7,0.4478088749245813,0.03958781229149678,0.18577933204244138,0.0033861547170726705,0.0030395136778115536
8,0,0.0,3.1083802696705924,60.282142857142865,7,0.4639740804189474,0.03794624453788441,0.16547658463871184,0.0033287322572666386,0.003205128205128206
9,0,0.0,3.334818191235885,51.265302663438284,8,0.47806092212871876,0.036273492447826586,0.14551374573358464,0.003598945218163626,0.003389830508474577
10,0,0.0,3.8245810055865923,43.27385805641208,10,0.4892140099579529,0.03475053891904527,0.12370881857219947,0.004343346857594762,0.003597122302158269
11,0,0.0,2.841535433070866,31.88036246427053,9,0.5092137981781736,0.03560271146478043,0.10201846706994892,0.001884415677519124,0.0038314176245210735
12,0,0.0,2.6192911303121145,25.895420244600597,7,0.4882967071791973,0.03130270525534642,0.0908810062220537,0.0015018819870616525,0.004098360655737702
13,0,0.0,2.818497727880246,18.990189497237964,7,0.45695548944447617,0.02401465829792211,0.07137622161464033,0.001454567506573277,0.004405286343612339
14,0,0.0,3.4551971326164876,12.322271352985629,9,0.4742368742368743,0.019548872180451128,0.04833473480907044,0.001399258636100741,0.004761904761904761
15,0,0.0,3.912878787878788,7.790842174520928,9,0.5172840460907896,0.018080742659758203,0.03350255245961816,0.000702205915597392,0.005181347150259064
16,0,0.0,1.7938461538461539,5.3876082251082265,3,0.579229797979798,0.016363636363636365,0.026310716165664015,0.0002720555306762203,0.005681818181818183
17,0,0.0,2.0736842105263156,2.9857442348008383,5,0.5609970403255642,0.010827163442401084,0.016248158499171713,0.0001774778571019286,0.006289308176100641
18,0,0.0,1.7555555555555555,1.3603286384976527,3,0.5432891466445734,0.006792528218959145,0.008651678298596095,5.779356993021961e-05,0.007042253521126763
19,0,0.0,1.0,0.432,1,0.5680000000000001,0.0034838709677419357,0.0034838709677419326,0.0,0.008000000000000007
20,0,0.0,1.0,0.42592592592592593,1,0.5740740740740741,0.003980616130148841,0.003980616130148841,0.0,0.00925925925925925
