,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,14.89937106918239,26.142857142857142,25.48,90.80700788846083,10.58974358974359,0.0,57.408278457196616,14.164021164021165,30.945652173913043,44.57250755287009,73.6858939311099,45.79141515761234,60.77684964200478,70.70989974937343,51.072104018912526,51.246980676328505,55.852345679012345,30.640893470790378,10.868421052631579,53.5732635585157,34.57123287671233,16.835,13.739837398373984
1,10.657657657657658,18.193939393939395,17.69158878504673,63.14245614035088,5.027777777777778,0.0,19.920731707317074,9.16058394160584,7.962809917355372,10.294715447154472,32.51660516605166,27.679597701149426,40.49498327759197,52.895705521472394,39.2577502214349,35.047846889952154,20.482578397212542,9.26923076923077,8.58,29.873252562907734,27.918533604887983,4.485714285714286,9.112903225806452
2,6.863636363636363,10.54356846473029,12.6,45.48749272833042,2.7222222222222223,0.0,6.537931034482758,5.826086956521739,3.1197916666666665,3.2725,5.306045340050378,18.404109589041095,20.900462962962962,41.39644444444444,35.78433598183882,28.270676691729324,9.962962962962964,0.0,7.121212121212121,10.845949535192563,22.706060606060607,2.255813953488372,6.525
3,5.590163934426229,8.95774647887324,7.357142857142857,31.150410209662716,1.7272727272727273,0.0,3.895238095238095,3.4651162790697674,2.0945945945945947,2.0338461538461536,3.9881154499151106,5.808510638297872,12.793969849246231,33.257936507936506,20.654371584699454,21.35919540229885,3.6508875739644973,0.0,6.222222222222222,9.566889632107024,18.875,1.4137931034482758,3.259259259259259
4,3.5142857142857142,6.527472527472527,4.875,12.78974358974359,1.6666666666666667,0.0,3.081081081081081,2.34375,1.8983050847457628,1.8571428571428572,2.2761627906976742,2.656387665198238,11.45103092783505,26.50651769087523,9.65725806451613,17.481060606060606,2.3192307692307694,0.0,5.545454545454546,3.3388429752066116,14.949720670391061,1.263157894736842,3.0526315789473686
5,2.230769230769231,2.9375,2.9607843137254903,9.583471074380165,0.6666666666666666,0.0,1.6666666666666667,1.7045454545454546,1.5617977528089888,1.4814814814814814,0.9111111111111111,2.1977401129943503,7.3462783171521036,22.02995391705069,7.666666666666667,8.624413145539906,1.7835051546391754,0.0,4.117647058823529,2.233160621761658,9.27027027027027,1.3,2.3846153846153846
6,1.8333333333333333,2.1333333333333333,2.2,4.178743961352657,0.5,0.0,1.488888888888889,1.9411764705882353,1.253968253968254,1.2671755725190839,0.9333333333333333,1.75,3.823529411764706,13.668639053254438,6.372549019607843,7.991666666666666,1.6805555555555556,0.0,2.909090909090909,1.6565656565656566,7.302752293577981,0.8333333333333334,1.0
7,1.3636363636363635,1.8620689655172413,1.6666666666666667,2.7926421404682276,0.0,0.0,0.9444444444444444,1.4,1.1428571428571428,1.1149425287356323,0.0,1.3380281690140845,2.2661290322580645,7.774305555555555,6.7973856209150325,3.9186046511627906,1.2844036697247707,0.0,1.5,1.16,4.875,0.75,0.6666666666666666
8,0.8,1.6875,0.9090909090909091,1.7724867724867726,0.0,0.0,0.8888888888888888,1.1333333333333333,0.96875,0.9846153846153847,0.0,0.9655172413793104,1.8157894736842106,4.229050279329609,4.650943396226415,2.807017543859649,1.1643835616438356,0.0,1.4,0.9666666666666667,4.836065573770492,0.5,0.5
9,0.5,1.2727272727272727,0.875,1.4210526315789473,0.0,0.0,0.0,0.9090909090909091,0.9523809523809523,0.9767441860465116,0.0,0.9230769230769231,1.34,4.422018348623853,3.0793650793650795,1.925,0.9787234042553191,0.0,0.5,0.5384615384615384,3.0425531914893615,0.0,0.0
10,0.0,0.75,0.8,0.9777777777777777,0.0,0.0,0.0,0.8333333333333334,0.9166666666666666,0.9565217391304348,0.0,0.0,1.2222222222222223,2.378787878787879,1.9444444444444444,1.36,0.972972972972973,0.0,0.0,0.0,3.108108108108108,0.0,0.0
