,GCC,ACC,ASP,h,diam,g,d,cl,b,PR
0,0.3963921942964996,0.625217249162503,2.7381247042550867,134.351004016064,6,0.6472064173911072,0.0386925344884068,0.37600596215217463,0.005267044558348747,0.0030120481927710862
1,0.4266309546585039,0.40562157326832227,2.9976814282402042,62.38279593969244,8,0.6651519002616181,0.024072869225764477,0.1777617635228596,0.0032204382520147805,0.003134796238244517
2,0.41676104190260477,0.29976201677768655,4.438179307031766,32.39498896165567,14,0.6211096143291923,0.014036215579127827,0.08741372057065275,0.004043447980285009,0.003267973856209155
3,0.42163279366172923,0.26422915148440573,3.4664646464646465,13.546248442494171,9,0.5893984146718086,0.010075272336247604,0.039656064317038324,0.0010328236613257385,0.003412969283276461
4,0.46785225718194257,0.21760770975056687,5.252659574468085,4.956281060209633,13,0.5242375601926164,0.006835637480798771,0.013631780700544403,0.0005733661918391551,0.003571428571428577
5,0.5160202360876898,0.2033588966173236,3.56,3.205620950002975,9,0.5544065493354546,0.0063642251696657375,0.009665824986855247,0.00015876026721457016,0.003745318352059935
6,0.5462686567164179,0.1611548556430446,2.2545454545454544,1.9482939632545928,4,0.5700555812876331,0.005290840621206934,0.006826571525412224,3.4580657654947276e-05,0.003937007874015739
7,0.6157205240174672,0.12295988934993082,1.0952380952380953,1.3623789764868606,2,0.6026342260782094,0.004564315352697096,0.005247738324761143,1.2152988767166098e-05,0.004149377593360999
8,0.7291666666666666,0.07032163742690059,1.0952380952380953,0.9298245614035088,2,0.6502426278462112,0.003632429090347013,0.0038874029788126753,4.787611303413498e-06,0.004385964912280721
9,0.8285714285714286,0.07224806201550388,1.0952380952380953,0.6558139534883721,2,0.7243318292259632,0.0029124103455770486,0.002986410821664024,1.4285524783854906e-06,0.004651162790697666
10,1.0,0.0297029702970297,1.0,0.3564356435643564,1,0.6980198019801981,0.0017733116595241613,0.0017733116595241604,0.0,0.004950495049504939
11,1.0,0.031746031746031744,1.0,0.328042328042328,1,0.729305342208568,0.0017449060002251492,0.001744906000225149,0.0,0.005291005291005296
12,1.0,0.017045454545454544,1.0,0.3068181818181818,1,0.7253787878787878,0.0017532467532467534,0.0017532467532467553,0.0,0.005681818181818171
13,1.0,0.018404907975460124,1.0,0.31901840490797545,1,0.7156677678150071,0.001969249413012194,0.0019692494130121954,0.0,0.006134969325153384
14,1.0,0.02,1.0,0.30666666666666664,1,0.7307246376811595,0.002058165548098434,0.0020581655480984323,0.0,0.006666666666666692
15,1.0,0.021897810218978103,1.0,0.26277372262773724,1,0.7773722627737226,0.0019321597252039502,0.0019321597252039498,0.0,0.00729927007299267
16,1.0,0.024193548387096774,1.0,0.25806451612903225,1,0.7857862903225806,0.002098085496984002,0.0020980854969840012,0.0,0.008064516129032282
17,1.0,0.02702702702702703,1.0,0.25225225225225223,1,0.7960102960102962,0.002293202293202293,0.0022932022932022934,0.0,0.009009009009009005
18,1.0,0.030612244897959183,1.0,0.22448979591836735,1,0.8283858998144713,0.0023143277929728594,0.002314327792972859,0.0,0.010204081632653086
19,1.0,0.03529411764705882,1.0,0.21176470588235294,1,0.8470588235294118,0.0025210084033613447,0.0025210084033613447,0.0,0.01176470588235295
20,1.0,0.041666666666666664,1.0,0.19444444444444445,1,0.871031746031746,0.0027386541471048514,0.002738654147104851,0.0,0.013888888888888874
