,GCC,ACC,ASP,h,diam,g,d,cl,b,PR
0,0.15693497881746177,0.1728400798103679,2.5355534105534105,49.06726190476193,5,0.4173109243697479,0.06837194337194337,0.4032878829427023,0.013959576459576458,0.008928571428571426
1,0.08588351431391905,0.06893510431522125,2.9167289021657954,38.699691358024694,6,0.3794705358279241,0.05036344755970924,0.3237819958936536,0.016761692039420836,0.009259259259259259
2,0.10138248847926268,0.07120310245310243,3.1771907216494846,32.65137362637361,7,0.38350115549686364,0.0435026138909634,0.27992676904817493,0.018555331019637133,0.009615384615384612
3,0.11170212765957446,0.06535930735930737,3.3563046192259676,27.964904761904755,7,0.3939175257731959,0.039191919191919194,0.2472219661839478,0.019453720882292302,0.009999999999999997
4,0.07082630691399663,0.030621693121693123,3.7484593837535014,23.780489417989404,9,0.388239247311828,0.03399122807017544,0.21520177262757587,0.022891004106009707,0.01041666666666667
5,0.03968253968253968,0.028312629399585922,3.870990990990991,18.847032436162863,9,0.3806073153899241,0.030100334448160536,0.1758966794737467,0.021149864628125497,0.010869565217391304
6,0.024291497975708502,0.01931818181818182,4.108624708624709,14.732070707070699,10,0.38914884135472366,0.02664576802507837,0.14069432680191538,0.020257709411678933,0.011363636363636355
7,0.03314917127071823,0.023015873015873017,4.230274693161894,12.14358465608465,9,0.4054540420819491,0.024670109007458405,0.12041246094233655,0.019342177070651945,0.011904761904761902
8,0.05042016806722689,0.030416666666666668,5.263425253991292,8.98893488455988,11,0.4204710144927536,0.021835443037974682,0.08775268242183683,0.023843719571567674,0.012499999999999994
9,0.07692307692307693,0.032017543859649125,8.929694727104533,5.8669535247907865,23,0.44330143540669853,0.01929824561403509,0.04709387437902942,0.04065433854907539,0.013157894736842096
10,0.05084745762711865,0.023148148148148147,6.018461538461539,3.818164166080834,14,0.4624704491725768,0.018388106416275432,0.03531099107612173,0.010943438408227141,0.013888888888888878
11,0.0625,0.034313725490196074,4.095238095238095,2.7044817927170874,10,0.4963235294117647,0.01755926251097454,0.03118939121102661,0.0031593370048154947,0.014705882352941176
12,0.08333333333333333,0.03645833333333333,2.8545454545454545,1.997395833333333,6,0.5255681818181818,0.01636904761904762,0.02641781455596834,0.001312083973374296,0.015625000000000003
13,0.23076923076923078,0.05,2.0,0.9416666666666667,4,0.5659090909090909,0.012429378531073447,0.014596448748991119,0.00018507695304889927,0.016666666666666677
14,0.42857142857142855,0.05357142857142857,1.6666666666666667,0.6190476190476192,3,0.655952380952381,0.00974025974025974,0.010660173160173161,7.215007215007215e-05,0.017857142857142853
15,1.0,0.057692307692307696,1.0,0.3076923076923077,1,0.7860576923076922,0.006033182503770739,0.006033182503770737,0.0,0.019230769230769232
16,0.0,0.0,1.0,0.25,1,0.75,0.005319148936170213,0.005319148936170213,0.0,0.02083333333333334
17,0.0,0.0,1.0,0.22727272727272727,1,0.7727272727272727,0.005285412262156448,0.005285412262156447,0.0,0.02272727272727271
18,0.0,0.0,1.0,0.2,1,0.7999999999999999,0.005128205128205128,0.005128205128205127,0.0,0.025000000000000012
19,0.0,0.0,1.0,0.2222222222222222,1,0.7777777777777778,0.006349206349206349,0.00634920634920635,0.0,0.027777777777777804
20,0.0,0.0,1.0,0.1875,1,0.8125,0.006048387096774193,0.006048387096774193,0.0,0.031249999999999986
21,0.0,0.0,1.0,0.14285714285714285,1,0.8571428571428572,0.005291005291005291,0.005291005291005291,0.0,0.035714285714285705
22,0.0,0.0,1.0,0.08333333333333333,1,0.9166666666666667,0.0036231884057971015,0.0036231884057971015,0.0,0.041666666666666644
