,CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,DAGI,DALI,inDAGI,inDALI,PAGI,PALI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_PALI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_PALI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_PALI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PAGI_0.8_0.2,CN_PALI_0.8_0.2
0,0.7829634387116725,0.7876138823473441,0.7874592640167464,0.5854444682318799,0.7910749542091867,0.7899331573063109,0.7910749542091867,0.782654202050477,0.788708104379267,0.7811793810509289,0.5624182306905493,0.5024382121363495,0.530162468184305,0.5009752848545397,0.4787578201194129,0.5854444682318799,0.5871095887152405,0.6484098099383906,0.6700444825043411,0.6021313542187017,0.527617212588311,0.6397749708603916,0.6660362996265372,0.7073312876138823,0.7503032898023263,0.6617069863697995,0.5848259949094887,0.6931064011988868,0.7256595066485882,0.7742810247627203,0.7807036323413972,0.7237089369395087,0.6465424962534789,0.7391826637170246,0.7638502343062394,0.7816670234781988,0.7812388496396203,0.7835819120340637,0.7101738861533338,0.7665382145150931,0.7716287257070815
1,0.8290993071593534,0.8367674653579678,0.8363254185912241,0.6920197026558892,0.8236413827944573,0.8159642032332565,0.8236413827944573,0.806789477482679,0.8284858545034642,0.8370110421478061,0.5886529301385681,0.39769774826789833,0.4342432881062355,0.5593064376443418,0.580912601039261,0.6920197026558892,0.6879510681293303,0.6160598296766743,0.6238001587759816,0.6408866195150116,0.6215809035796767,0.7339329532332562,0.7451104214780602,0.7277803839491916,0.7559180138568129,0.6860114751732103,0.6644143331408776,0.7708303262124709,0.7918320583140877,0.8106867061200923,0.8079622546189376,0.7650025259815243,0.7157007794457275,0.8066812211316398,0.8175970698614319,0.8146561056581987,0.8124007650115473,0.8310389001154734,0.7724992782909931,0.8224686056581986,0.8243630918013858
2,0.7947143810795347,0.7874070188823193,0.7855712378409307,0.614927045584589,0.7928666793820334,0.7907805645622735,0.7928666793820334,0.7831990272744612,0.794404444020599,0.7969316231165364,0.6491989319092123,0.36976683196643145,0.4235766736601182,0.4626287430860194,0.5245684722487125,0.6156542056074767,0.5489462139996185,0.5758034522220103,0.6036620255578867,0.5529992370780087,0.5722868586687011,0.6793701125309938,0.6650653251954988,0.6630388136563037,0.7112578676330344,0.6177641617394621,0.6263947167652107,0.733799828342552,0.7331918748807934,0.7235242227732215,0.7530636086210185,0.6911358001144382,0.683280087736029,0.7671180621781424,0.7660213618157543,0.7312011253099371,0.7582133320617968,0.7608835590310891,0.7446357047491894,0.7804095937440397,0.776428094602327
3,0.7888659515357309,0.7883450378144776,0.7876408396357463,0.7270894428152493,0.7798271338169471,0.776344729124865,0.7798271338169471,0.7682609198950456,0.7816213921901528,0.7838979780830375,0.6186911560425992,0.467992745794104,0.5131193085352678,0.6476115141225498,0.4988617070535577,0.7270894428152493,0.7011981015588826,0.6578175644389567,0.6728083037505788,0.7232790554097854,0.5526605185985491,0.7649232134588672,0.7660229202037352,0.7243401759530792,0.7519968359314708,0.7614408087667849,0.6099996141379842,0.7941908473529866,0.8005672171631424,0.765087204815558,0.7735279364099398,0.817795956166075,0.6705413644080876,0.8126929310078715,0.8176994906621392,0.76765318722025,0.7743768328445748,0.8451921592838402,0.7330027782065134,0.8218957400833462,0.8229279209754592
4,0.71927573699645,0.7206359006019447,0.7209445902145393,0.6239388794567062,0.7111533415650563,0.7065905232288934,0.7111533415650563,0.7029537737305139,0.717693702731903,0.7199702886247877,0.5543776045686063,0.427023846272573,0.4602079796264856,0.5609758450378145,0.5465060194474455,0.6239388794567062,0.6424216700108041,0.5401200030868961,0.5775679117147707,0.639788161753357,0.5765646704738385,0.6522322117610743,0.6839597160055564,0.5925200648248186,0.655926840561815,0.6807474147244945,0.6074239851828986,0.6772553634820189,0.7130922981941658,0.6607983485105726,0.6948120851983332,0.7343050625096466,0.6452384627257293,0.7018926531872203,0.7290669856459331,0.6673580027782066,0.6959310850439883,0.7800490044759995,0.6921303441889181,0.7134685136595155,0.7338999073931163
5,0.837897771371549,0.8335957423217651,0.8316886572790775,0.7261448054107994,0.8322652178733785,0.828828029715046,0.8322652178733785,0.8183834127952101,0.8340614258787005,0.8249916842221976,0.6635879809291496,0.43709945670251693,0.474819824814281,0.444916287836789,0.5338285841002328,0.7261448054107994,0.6617917729238275,0.6830912518017518,0.6977713715489522,0.5566914292050117,0.5855527220312673,0.7968954429537642,0.7787226965295488,0.7701519015411908,0.8063532542410468,0.6345381971393724,0.6407251358243707,0.8480984588091806,0.8358908969952323,0.8167424326421998,0.834671249584211,0.7310455704623572,0.7007428761503494,0.8695642532431533,0.8562257456480762,0.8199246036145914,0.8360017740325978,0.8034926266770152,0.7688102893890675,0.8753963854085819,0.8622796318882359
6,0.7580548695786387,0.7658685753974378,0.7664473684210525,0.6631231671554252,0.7599745331069608,0.7552380768637135,0.7599745331069608,0.746054560889026,0.7623282914029942,0.7677592992745793,0.6036039512270412,0.45826902299737615,0.46755865102639294,0.6179194320111129,0.5437856922364562,0.6631231671554252,0.6608948140145084,0.5923560734681278,0.5897611514122549,0.7057416267942583,0.5922210217626177,0.707651643772187,0.7249768482790554,0.6499652724185832,0.6876254051551165,0.7342568297576787,0.6395277048927304,0.7390222256521067,0.7637366877604569,0.7091950918351597,0.7365816484025312,0.7925219941348974,0.6823198024386479,0.7697368421052632,0.7882775119617225,0.7155425219941349,0.7404692082111437,0.8161174563975923,0.7253627102947986,0.7847854607192468,0.7923483562278129
7,0.790349245711924,0.8004236412481919,0.8007439553626783,0.6037197768133913,0.8022421988014053,0.7986360818350899,0.8022421988014053,0.7902045877247366,0.8014879107253565,0.7846765860715025,0.6213990493903699,0.4547220500103327,0.4129778879933871,0.4897706137631742,0.5074808844802645,0.6037197768133913,0.5879417234965902,0.6434180615829717,0.6017255631328787,0.5835193221740029,0.5599814011159331,0.66147964455466,0.6743128745608596,0.732744368671213,0.7207480884480264,0.6328270303781773,0.6146827856995247,0.7137425087828064,0.7358028518288903,0.7956499276710063,0.765623062616243,0.6908762140938212,0.6641971481711098,0.7646621202727837,0.7718743542054144,0.8007439553626783,0.7674416201694565,0.7748191775160158,0.7200454639388303,0.7866294688985328,0.7786319487497417
8,0.8173744317551834,0.8245481760727352,0.8238385630335957,0.6927264663488192,0.813316332187604,0.8091695309901319,0.813316332187604,0.8034593635658054,0.814314225523894,0.8154119081938129,0.6276194700077615,0.5175185719037587,0.5657944339727242,0.5236611597738109,0.4448497616143696,0.6927264663488192,0.6757401042244151,0.6934028162767492,0.729404590309347,0.6248364563698858,0.5036367668255904,0.74414014857523,0.7468122851757402,0.7587759175074842,0.80534427320102,0.673145581550061,0.5680452378312452,0.7853198802527996,0.7973722142144362,0.8128062978157224,0.8302472557933251,0.7500498946668145,0.6384743319658499,0.8176737997560706,0.8272868388956647,0.8142698747089478,0.8303581328306908,0.8170750637542965,0.7208559707284621,0.8342388291384853,0.8321432531322763
9,0.7741505662891406,0.7803864090606263,0.7806129247168554,0.640759493670886,0.7796002664890073,0.7746968687541639,0.7796002664890073,0.7635309793471019,0.780759493670886,0.7656362425049966,0.5870219853431046,0.4571219187208528,0.4706862091938707,0.5363757495003331,0.5033710859427049,0.6417321785476349,0.639147235176549,0.6242638241172551,0.6257428381079282,0.6228780812791472,0.5528980679546969,0.6866222518321119,0.7093804130579613,0.7010526315789474,0.7238374417055297,0.654510326449034,0.6020786142571619,0.735109926715523,0.7615589606928714,0.7651832111925383,0.7628914057295136,0.7227315123251167,0.6559493670886076,0.7746835443037975,0.7942704863424384,0.7728980679546968,0.7645169886742171,0.7698334443704198,0.7150566289140573,0.7931778814123916,0.8034776815456363
10,0.7272757511919281,0.7285508371216322,0.7274420667479765,0.6514469453376206,0.726654839782681,0.72240824925158,0.726654839782681,0.7172302916066083,0.7283734338618473,0.7304024836456371,0.5714824259895777,0.4443840780574343,0.4739549839228296,0.4551724137931034,0.5375762279631888,0.6514469453376206,0.596751302805189,0.5627120523339617,0.5932475884244373,0.5233507040691873,0.5688435525002772,0.693158886794545,0.6663155560483425,0.6174076948663932,0.6671360461248476,0.5763277525224526,0.609768266991906,0.7315223417230291,0.7103448275862069,0.6661159773810844,0.6950216210222864,0.6551835014968401,0.6565362013526999,0.7547178179399047,0.7351258454374099,0.6706175850981263,0.695531655394168,0.719037587315667,0.7055105887570685,0.7683556935358687,0.7411575562700965
11,0.7762691538974017,0.7785076615589607,0.7780679546968687,0.6762691538974017,0.7728847435043305,0.7680879413724184,0.7728847435043305,0.7555629580279813,0.7804796802131913,0.7766022651565623,0.5899000666222518,0.32555629580279816,0.4630779480346436,0.6190139906728848,0.5529113924050633,0.6762691538974017,0.6812791472351766,0.539560293137908,0.6416255829447035,0.6871419053964024,0.5889007328447702,0.7186275816122585,0.7427315123251166,0.6251432378414391,0.7266755496335775,0.7164690206528981,0.6297934710193205,0.7605729513657562,0.7836242504996669,0.702931379080613,0.7511525649566955,0.7749367088607595,0.6809593604263824,0.7880213191205863,0.7995203197868088,0.7101132578281146,0.7513924050632912,0.8121652231845436,0.7409860093271152,0.7987341772151899,0.7994670219853431
12,0.7925991665380461,0.7914608735916037,0.7906023306065751,0.6466275659824047,0.7958886402222566,0.7926377527396203,0.7958886402222566,0.7847565210680661,0.7961876832844575,0.7863482018830067,0.5875906775736996,0.5060194474455935,0.5134762308998302,0.5285923753665689,0.4676454699799351,0.6466275659824047,0.6048965889797808,0.6825320265473066,0.6699143386325049,0.6025235375829604,0.5089327056644545,0.6985356536502546,0.7002623861707054,0.7570226886865257,0.7638910325667541,0.6367494983793794,0.5580915264701343,0.7409804753820034,0.7640646704738385,0.8201690075628956,0.8066252508103102,0.7009183515974687,0.616057647785152,0.7828465040901373,0.7970848124710603,0.82570612748881,0.8099629572464886,0.7741935483870968,0.6859758450378144,0.8009820188300665,0.8060657508874827
