CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,CH2_L2,CH2_L3,DAGI,DALI,inDAGI,inDALI,PALI,PAGI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PALI_0.8_0.2,CN_PAGI_0.8_0.2
0.6802510759149291,0.6953428946164812,0.5648045606772261,0.5441405864857183,0.38543800508557846,0.3768772535066308,0.38543800508557846,0.22340881474768423,0.417513715608076,0.6712058854538597,0.6768066172260198,0.7317091911822866,0.8070520263247813,0.0032025649126955656,0.004293727070560366,0.02226778874974479,0.016345434737467038,0.005964778173649505,0.5441526509214515,0.5414216415976448,0.5982830143434731,0.5462821965002203,0.023182652777559338,0.43673205557255135,0.5514568360974516,0.5802199334191401,0.6735891168199964,0.5751629035443642,0.03502576339989059,0.5951686014409133,0.5656528614346529,0.6486336657059684,0.6978267414331614,0.6067452961596925,0.05719192215685092,0.6565872766312261,0.597964684530478,0.6837568638129776,0.7000173275403533,0.6569561693310519,0.15749180826439185,0.6940362618229303,0.6613290982577581
0.7112587944153926,0.7245748859777816,0.5607400741041862,0.5771911879284015,0.3627336609462221,0.35540666269028753,0.3627336609462221,0.21685972793095298,0.39955744562639384,0.6987005203674235,0.7181729853916123,0.7567080345036065,0.8338651858358564,0.0031803003606943906,0.0037488517561346107,0.03505909373124001,0.014822626086206634,0.006534735632223348,0.5771927345283262,0.5766762713080212,0.6187070714434676,0.5696295489993877,0.022560839375989333,0.39128964137497546,0.5849233070566435,0.6232956217781608,0.7029429265429207,0.6082588820517894,0.035882608602722556,0.629951814292253,0.601838236548809,0.6881495115657179,0.7282497797088171,0.6457223102445104,0.06547045302360908,0.6857883447069976,0.6374623699883178,0.7178129361977204,0.7300788648123406,0.6886752238054936,0.14964556179576677,0.7220705584896963,0.6986047819776064
0.6997510286772685,0.6960800451879373,0.5697046871023144,0.5653482130915263,0.35067319331035607,0.34424672073270307,0.35067319331035607,0.2094988457370654,0.38476474236200126,0.6923526654182963,0.7171427955994497,0.7521118557944311,0.8206242847945342,0.0032556196545091907,0.004499873798988097,0.025900970732662412,0.012768476370989755,0.006257683311335491,0.5654420758725641,0.5679310518808982,0.632743767153655,0.5146883486875958,0.019772207969942533,0.45042739587647945,0.5757708023984913,0.6110670170117767,0.7094664619118953,0.5950869030076659,0.03191554123079482,0.6211131519656145,0.5909695873434715,0.6800025090574788,0.7227884267509648,0.6285435186575338,0.06487950940250997,0.6851881431161069,0.6242631602551975,0.708970600696212,0.7211483359609877,0.6814132515824609,0.13529859054792082,0.7153314013206827,0.6883714508721308
0.7023783338862307,0.7013127828527733,0.5697879399579616,0.5777620915749292,0.33926160197506916,0.3312790574679517,0.33926160197506916,0.19532200911261938,0.38907780315007445,0.6953771071973429,0.7195867198506435,0.751743881454254,0.8150769016477093,0.0030589429746368563,0.003765177479624416,0.032672988050134764,0.015500273399061239,0.006733815624571918,0.5777657988526289,0.5800179136760404,0.6297707778591795,0.5521762704786108,0.02316358720842706,0.45590678597021633,0.5881516547763149,0.6238239890219164,0.7019614958282067,0.6143508821164825,0.03570436713803882,0.6257831531818386,0.6020369963125735,0.6855857106416845,0.7169282677694865,0.6487518831286023,0.056746679770818445,0.6851108833336459,0.6331898371081175,0.7051627808551595,0.7201264716407918,0.6877490457612435,0.13894888503487432,0.7146094244707126,0.6894026259264919
0.6984940095623504,0.6957569342916468,0.5619421318856165,0.5751092794394121,0.33802587913842796,0.3314140174236516,0.33802587913842796,0.21094587644335847,0.3748219113409562,0.6868169510105921,0.7076726386965396,0.7452913135938279,0.8103344268766901,0.003179749355412478,0.004676580136452675,0.04473895676124875,0.01282549850406911,0.006652925960024402,0.5751099295052107,0.575028223413123,0.6436411770702745,0.5463304248176746,0.01992344005517662,0.48487548814885834,0.582281615690693,0.6223605390392376,0.7074270716501054,0.6068615519873722,0.03172652930083149,0.6308222806083285,0.5976028740070556,0.6800788901369074,0.716930259118704,0.637200104881298,0.05650396202128212,0.6868188915990777,0.6281557529886523,0.7013262671154055,0.7178002225460632,0.6802119141400919,0.10765116979217777,0.7120120563015219,0.6849736570620529
0.6956159638228235,0.7086760464423867,0.5682770534084901,0.5580042090237881,0.3623563021138022,0.3528678383424175,0.3623563021138022,0.20791157835899726,0.4064856660600168,0.6873844533577651,0.7034223713999511,0.7451420944222407,0.8256140397804558,0.0032555606208343056,0.004109956201917101,0.018936315136142946,0.012256010264173067,0.0068542815095115565,0.5580057703017286,0.5588679258944209,0.613070512650532,0.5602415498751999,0.019378414766166127,0.44533355171529304,0.5669606987927367,0.5960845248082831,0.6969358951847977,0.6048462673179028,0.03353701749197891,0.6071446841068411,0.5818034580717397,0.6674148099552719,0.7153428465906013,0.6341860598704573,0.05995532848058932,0.675821292440862,0.6158164165659605,0.700483122782282,0.716330725876478,0.6792537634863304,0.1205047336525841,0.7111008228496184,0.680900521119053
0.7155569283757612,0.7135093867987774,0.5851864758829346,0.5926516494577707,0.3359633198610886,0.32787430686281627,0.3359633198610886,0.2037097052965923,0.37755759515249426,0.710130598520564,0.7335646751039079,0.7654079481497084,0.8231620026263564,0.0031089649913137243,0.003791158641856733,0.023164214629304077,0.016930073593871,0.006285040779801929,0.5927431310127286,0.5930457331860541,0.6443387102440908,0.5542561421280289,0.024367601029581156,0.46579237777078414,0.6013645472690043,0.6352046197560259,0.7167200143050602,0.6251778617406166,0.03848015725407023,0.6388020920264148,0.6154583746939418,0.6974499628506301,0.730384611551409,0.6580226773846405,0.060181780355594766,0.6983213692072883,0.6461240287968328,0.7211854365451194,0.7333219556115874,0.6989561147086026,0.13616920023971255,0.7283699739259784,0.703222727922082
0.7045063751432197,0.6998533264819737,0.5705427076464199,0.5811028451586444,0.324316744236018,0.31577112589712764,0.324316744236018,0.20180457193337933,0.36647566325646885,0.6987967197969311,0.7110896893982777,0.7503449147402114,0.8131781750615122,0.0031742698872455986,0.003709142695633859,0.014858953688043252,0.014281285010218268,0.006410219881834135,0.5811048734395728,0.5825853178818863,0.6330637116619094,0.5460898701861363,0.021436352256721525,0.4415526058142993,0.5911554563031363,0.6319592988834565,0.7004692508751867,0.6193533641998472,0.033653193299439665,0.6231544718574757,0.6052794783929525,0.6792431151262075,0.7165534481796043,0.6497488759234252,0.05232250862770519,0.6842594383680356,0.6363553564485921,0.705437399105251,0.7211914803896798,0.6867497631516652,0.12844773405590937,0.7151551952929439,0.6890074384169453
0.7078745066772247,0.703047233677397,0.5670577861299287,0.576903396911847,0.3409802076660927,0.33586759079627015,0.3409802076660927,0.21201163116781202,0.37235805493624274,0.698963740400744,0.7252305983564988,0.7556778448639458,0.8337492695230548,0.003206204665618525,0.0038738153103904343,0.015893046070328883,0.012035566962831415,0.006403647380478791,0.576906545430834,0.5758732226638568,0.6332429732427627,0.5417454165843861,0.01881261671728334,0.42905512538749135,0.5849363301849294,0.6197028994763468,0.7126435945183106,0.6178599540339749,0.030273844162085957,0.6319396886770521,0.6002579649854791,0.6915489786086133,0.7281178251787429,0.6481148803536013,0.05047149955432936,0.6949106014601198,0.6348411614760134,0.7163949578537433,0.7273281002190255,0.6956845453479703,0.11240553866628128,0.7242076098581274,0.6985103156054983
0.7003013549355798,0.6845768509306289,0.5725550830593542,0.567623969428057,0.34217125733057996,0.3360330589438893,0.34217125733057996,0.20743001962268182,0.3775493078464273,0.6906740469065227,0.7072296405684217,0.7511631453217356,0.8160861037126977,0.0032071478640715422,0.004138692845288833,0.030906494576455872,0.013553113297508617,0.006382596014679325,0.5676268103046294,0.5644861285498223,0.6203464118442668,0.5456349295087176,0.021935717517231973,0.43704069665396716,0.5744737830873639,0.611159027962199,0.7015444942219978,0.5994276939085537,0.034529563776249175,0.6164030333214032,0.5901178204086133,0.6813609573460665,0.716678853243472,0.6375141230346004,0.0635439380244233,0.6833909888282184,0.6235411412216451,0.7064347103893271,0.7189996471814168,0.6847118986846046,0.11190927941158575,0.7150190693153456,0.6876494513126004
