CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,CH2_L2,CH2_L3,DAGI,DALI,inDAGI,inDALI,PALI,PAGI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PALI_0.8_0.2,CN_PAGI_0.8_0.2
0.0828082722853577,0.21456089199453904,0.21842006221055116,0.30669285115228234,0.005452741887987072,0.005566957679401289,0.005452741887987072,0.016331203572980263,0.005250978555247872,0.011189645355665327,0.009510975610350532,0.05918853825740264,0.21927652378727158,0.32990889798283496,0.32461181277083806,0.0030069014969828635,0.003798964873869747,0.3122451608931957,0.30669285115228234,0.3355912419460376,0.32866724045235785,0.0030488661989904473,0.0038094981604071413,0.3142622038696319,0.30705510645465206,0.34026791833156134,0.33705842256886,0.003247433715107548,0.0039206649341824665,0.3150713989692723,0.30738166945051926,0.3406909007139016,0.3421054611941963,0.005720052060953885,0.00407154884868555,0.3115360977624073,0.3080224252048861,0.3401942441176831,0.34247809947966296,0.02888812897068601,0.004214049178144546,0.30372233415180466,0.30676661632452495
0.08135037546523695,0.19216681472964048,0.2054939642821499,0.4022022073284074,0.005075099901550414,0.005388968049881179,0.005075099901550414,0.015228925196360786,0.00429489629835619,0.003613235766087001,0.013658835932865761,0.07186729341136228,0.28092299030459444,0.4077912411250223,0.4089061597474764,0.002917584941850128,0.0028884721229167796,0.40549242785161416,0.4022022073284074,0.4167951329501006,0.41576744839351776,0.0029116470024908503,0.0028961471100831917,0.4072555539432015,0.4027006034270455,0.41969227619062577,0.419181007691745,0.0030963646262607445,0.003009854922230758,0.4052125062487708,0.4033934227497744,0.4186199479956262,0.42562383727236774,0.012230135325718027,0.0032502416294500243,0.4049390326294932,0.40279895447337255,0.4242181652118767,0.42558782475643064,0.028895236583148444,0.0034935572902116156,0.4036762689410358,0.4004683481546869
0.08401399232393415,0.15587150061296623,0.15655343350966971,0.32744556819877363,0.004831810373010331,0.0049477546010458385,0.004831810373010331,0.010613215483524618,0.004329771077329734,0.012131967712325012,0.0146545770149418,0.05414855271217611,0.22975113004781456,0.3418890589228582,0.3468218204728795,0.0028736865000125117,0.0031321456680454274,0.32292899733351127,0.32744556819877363,0.3406830255559021,0.3463798624222687,0.0029141748400722672,0.003149306862978212,0.3269253660023195,0.32717626697303004,0.3459767648515695,0.3471156668060322,0.010825837240177796,0.00324109802995201,0.3314996095664793,0.32873194100275643,0.3525812276208312,0.3534467078249526,0.014983658156252008,0.0033855510656781306,0.33606141474211465,0.3333637430199788,0.3524301521475709,0.35675536703638716,0.0445409978776055,0.0036039033874422513,0.33481828137508984,0.33045025909313014
0.1075239877665255,0.2533304635579252,0.27054793788520887,0.4579357972001896,0.004193617944555337,0.004189397806666004,0.004193617944555337,0.017163894647276155,0.0041723114967691655,0.003777893209649589,0.017692121234992537,0.10750383207186424,0.31601809172424716,0.4423570900934858,0.4364893179536986,0.002900933114401806,0.002896611930087275,0.4558533120242782,0.4579357972001896,0.45903531391396224,0.4519097633421044,0.002976734396488804,0.0029056867388156825,0.4594551476374834,0.45915064863727434,0.46140190601938713,0.4593356284434798,0.0032272905592012654,0.003070616614640965,0.4628451278277318,0.4598258135086906,0.4635738087265357,0.4677433978560932,0.007236666457714871,0.0034069677661456273,0.46412556298163704,0.4613200133595798,0.4654565130018456,0.4688875919231885,0.043792368803301784,0.0037632019605768337,0.4634424289891465,0.46020312599410745
0.11410049466456548,0.2521531325100944,0.27551026600437156,0.4240705027549111,0.004561406489480128,0.004550629610881049,0.004561406489480128,0.016983570530415004,0.004592242051224493,0.003399217111049055,0.014161841979534835,0.0977456215686249,0.28252989935170364,0.4193581112729612,0.41440694307314146,0.0026302120709531243,0.0029742494386897976,0.42815667556701575,0.4240705027549111,0.4332295395828196,0.4335176057267488,0.00518728650714235,0.002981963409693607,0.43209893343490047,0.42541127597620826,0.4329439556184396,0.44697253914530544,0.005408287362472237,0.003141584989395378,0.43768497738320317,0.4262720493256648,0.4349551716439537,0.4409926305466326,0.0115633115250878,0.003421787300018903,0.4362438102800884,0.4299104803425115,0.43402438131963117,0.43914965607509693,0.04807386160216134,0.0036796436399944344,0.43422223910399127,0.42554615161231196
0.13905430846065692,0.26152738528099817,0.2560088091912978,0.37972878772152485,0.0054197894695165215,0.005347618536629631,0.0054197894695165215,0.019678245518630226,0.005241829606552879,0.0033993740548672225,0.020249908890914332,0.11432066315318136,0.3149198737208742,0.3931769429725005,0.3913205637896528,0.002872719317207804,0.0030336983281039303,0.38183183086680517,0.37972878772152485,0.3904944483687065,0.3913054481475953,0.0031692290924926836,0.0030481734078789324,0.3820513079011169,0.3796551500564304,0.3916065577970451,0.40081360790653175,0.003328552025351894,0.003199652190877472,0.384222083906753,0.3800662761508847,0.391006119885833,0.39445160993503625,0.017913605092952645,0.003425681249408163,0.38488596214155946,0.38189423304616593,0.3905812930255872,0.39434302492903694,0.05988498852130251,0.0036366844449408553,0.3843572453717783,0.3829206056849759
0.07319596424818836,0.18764898246663148,0.1968054773334712,0.34400784175091015,0.005878807076227768,0.00597633226341612,0.005878807076227768,0.020970255437080722,0.0055628437839713545,0.003712941039475926,0.015480732695132558,0.07015498808391979,0.19826395162163538,0.3540175648999936,0.3656612695088966,0.0029775352318770158,0.003213245847860896,0.3442033841566967,0.34400784175091015,0.35021722960355595,0.3648819441140265,0.0034951080715216257,0.0032239566048067915,0.3461674226307462,0.3429549720946792,0.3487759560587889,0.3639814282437869,0.0038073655316337015,0.0033168020580623273,0.34563616779894585,0.34171218766648825,0.3504361890146063,0.35713934873942743,0.0203616611861983,0.0035089454029009187,0.3460173943639443,0.34234063478242444,0.35031728346620283,0.35451753055215196,0.0314181443850809,0.003733325053772658,0.3428259581493547,0.34370477424908485
0.09335552422198683,0.19975633909839247,0.2093084544250972,0.3703276519728367,0.0052706194302514255,0.0053259988739654636,0.0052706194302514255,0.016174386131945613,0.00494563458376221,0.004331181867283962,0.029908043519128215,0.08536894952603816,0.26896624908578187,0.3822988087752655,0.3777665811510525,0.0027464180891073734,0.0034760425903734194,0.364700815893085,0.3703276519728367,0.38371746976761256,0.3785022291856064,0.004636969226018823,0.00348595673594684,0.37063158405367896,0.3705055853830535,0.3864730177400926,0.38522830860355856,0.004873456901412304,0.003577755207776605,0.37486412417171083,0.371418746316318,0.38409213870198017,0.38674760630806454,0.017636148117552288,0.003795005796877874,0.37481951592032053,0.37558134022994716,0.3824905573426677,0.38674498616513603,0.03312857503640605,0.0040486905937653465,0.37232927443970043,0.37329450083559435
0.10599971912085493,0.23050192924595198,0.2398715997930529,0.36499423013895527,0.005729997359486612,0.00597237487670929,0.005729997359486612,0.013276115660660424,0.00497535038374862,0.0034268974384925916,0.005015442797331471,0.07931954606695954,0.25616340006063515,0.3671579740808195,0.36046091945937625,0.0029034108159393225,0.0030444979736803874,0.3597303268414816,0.36499423013895527,0.36453395258631627,0.36928370028073043,0.0031339399544710184,0.0030648551285230173,0.3626468071993029,0.36544152949257025,0.36417435584461255,0.37377998876067586,0.003356253189219029,0.003234822879202002,0.36408953049799564,0.36590487717587084,0.3615396581415027,0.3684540880382385,0.021078419303849967,0.0034586679821319603,0.3646280057429772,0.3656580720499263,0.36119046902198315,0.3684540880382385,0.04234628767730095,0.003639771201603816,0.36314027789708375,0.3583300138672606
0.09681327967072591,0.24157410522874934,0.2544224636565358,0.3843683608934845,0.004879056488449241,0.005114291420526887,0.004879056488449241,0.01331102997636811,0.004333188826082713,0.003523056165212269,0.009162557513943475,0.08240384779265549,0.27392954055997537,0.41283455403504316,0.4131843751190969,0.0028097967385759728,0.002986621574574564,0.3846341255606761,0.3843683608934845,0.40996002330285214,0.4076935395880598,0.0029102182469269685,0.0030011718488444465,0.38595225168852476,0.38422868513677244,0.4157658700308654,0.4120435406268784,0.010929486501761107,0.003141009315507152,0.3859943756215064,0.3842753079056045,0.4096008868610198,0.4106502136745676,0.012332665569120639,0.0033672761520384645,0.3860867927325186,0.38532420559678815,0.408566546821197,0.4108643539860965,0.02915948568861578,0.003580441944137446,0.3775979352149984,0.3789469446065694
