Network,Rn,Rn_attacked,Rn_HD,Rn_HB,Rn_HC,Rn_HCc,Rn_PA,Rn_BPA,Rn_CPA,Rn_CcPA,Rn_CAR,Rn_CH2_L2,Rn_CH2_L3
Dolphins,8.919354838709678,7.58,8.688524590163935,7.672131147540983,8.262295081967213,8.540983606557377,9.03225806451613,8.419354838709678,9.290322580645162,8.32258064516129,8.274193548387096,8.209677419354838,8.14516129032258
Dolphins,8.919354838709678,6.8,8.258064516129032,8.672131147540984,7.60655737704918,8.245901639344263,9.258064516129032,8.5,8.596774193548388,8.935483870967742,7.870967741935484,7.516129032258065,8.46774193548387
Dolphins,8.919354838709678,7.34,7.278688524590164,7.216666666666667,7.564516129032258,8.60655737704918,8.790322580645162,8.983870967741936,8.887096774193548,9.03225806451613,8.596774193548388,7.870967741935484,8.46774193548387
Dolphins,8.919354838709678,6.74,8.4,7.586206896551724,8.189655172413794,8.067796610169491,8.516129032258064,8.709677419354838,8.693548387096774,8.5,6.919354838709677,7.225806451612903,8.516129032258064
Dolphins,8.919354838709678,6.9,7.464285714285714,8.350877192982455,7.631578947368421,8.137931034482758,8.935483870967742,8.693548387096774,8.564516129032258,8.516129032258064,8.096774193548388,8.161290322580646,7.854838709677419
Dolphins,8.919354838709678,7.48,7.918032786885246,8.451612903225806,7.693548387096774,8.426229508196721,8.85483870967742,8.274193548387096,8.46774193548387,8.758064516129032,8.096774193548388,7.741935483870968,8.403225806451612
Dolphins,8.919354838709678,7.72,7.271186440677966,8.610169491525424,8.166666666666666,7.593220338983051,8.403225806451612,8.629032258064516,9.290322580645162,8.32258064516129,8.451612903225806,8.387096774193548,7.354838709677419
Dolphins,8.919354838709678,6.76,7.0,7.879310344827586,7.241379310344827,8.551724137931034,8.564516129032258,8.903225806451612,9.080645161290322,8.580645161290322,9.0,8.451612903225806,7.580645161290323
Dolphins,8.919354838709678,6.5,7.844827586206897,8.338983050847459,8.672413793103448,8.431034482758621,8.612903225806452,8.870967741935484,8.85483870967742,8.774193548387096,8.53225806451613,8.080645161290322,7.82258064516129
Dolphins,8.919354838709678,6.98,7.557377049180328,8.60655737704918,7.629032258064516,8.37704918032787,9.129032258064516,8.790322580645162,8.225806451612904,9.419354838709678,8.096774193548388,7.612903225806452,7.274193548387097
Dolphins,8.919354838709678,6.82,8.403225806451612,7.67741935483871,7.935483870967742,8.338709677419354,8.661290322580646,8.903225806451612,9.03225806451613,8.193548387096774,7.32258064516129,7.596774193548387,8.080645161290322
Dolphins,8.919354838709678,7.54,9.17741935483871,7.983870967741935,8.5,7.790322580645161,8.67741935483871,8.435483870967742,8.548387096774194,8.241935483870968,8.32258064516129,8.46774193548387,9.338709677419354
Dolphins,8.919354838709678,8.06,8.131147540983607,7.639344262295082,8.14516129032258,8.540983606557377,9.03225806451613,9.306451612903226,9.370967741935484,8.435483870967742,8.403225806451612,8.5,8.14516129032258
Dolphins,8.919354838709678,7.0,9.241935483870968,8.5,8.693548387096774,8.096774193548388,9.193548387096774,8.693548387096774,8.741935483870968,8.725806451612904,8.17741935483871,7.709677419354839,8.838709677419354
Dolphins,8.919354838709678,7.66,7.672131147540983,8.163934426229508,8.163934426229508,8.59016393442623,8.580645161290322,8.241935483870968,8.5,9.048387096774194,8.629032258064516,7.645161290322581,7.67741935483871
Dolphins,8.919354838709678,6.42,7.868852459016393,8.229508196721312,8.935483870967742,8.46774193548387,8.451612903225806,8.774193548387096,8.661290322580646,9.790322580645162,9.129032258064516,8.709677419354838,7.983870967741935
Dolphins,8.919354838709678,7.78,8.225806451612904,8.360655737704919,7.852459016393443,8.163934426229508,8.080645161290322,9.17741935483871,8.629032258064516,9.193548387096774,8.274193548387096,7.354838709677419,7.645161290322581
Dolphins,8.919354838709678,6.2,7.966101694915254,7.810344827586207,6.948275862068965,7.810344827586207,8.983870967741936,8.612903225806452,8.693548387096774,8.612903225806452,8.35483870967742,7.274193548387097,7.67741935483871
Dolphins,8.919354838709678,7.32,8.225806451612904,7.838709677419355,8.64516129032258,8.64516129032258,8.14516129032258,9.080645161290322,8.806451612903226,8.67741935483871,7.080645161290323,8.419354838709678,8.661290322580646
Dolphins,8.919354838709678,7.56,8.516129032258064,9.14516129032258,7.951612903225806,9.387096774193548,8.129032258064516,8.790322580645162,9.241935483870968,8.741935483870968,7.516129032258065,8.17741935483871,8.85483870967742
Dolphins,8.919354838709678,7.06,8.629032258064516,7.967741935483871,8.693548387096774,9.016129032258064,8.53225806451613,9.17741935483871,8.709677419354838,8.661290322580646,6.435483870967742,8.274193548387096,9.209677419354838
Dolphins,8.919354838709678,8.24,7.967741935483871,7.725806451612903,8.67741935483871,8.161290322580646,9.209677419354838,8.82258064516129,8.693548387096774,8.919354838709678,8.17741935483871,7.919354838709677,8.64516129032258
Dolphins,8.919354838709678,7.16,8.0,8.360655737704919,8.426229508196721,8.21311475409836,9.258064516129032,8.741935483870968,8.17741935483871,8.983870967741936,7.258064516129032,7.354838709677419,8.548387096774194
Dolphins,8.919354838709678,7.06,8.12280701754386,8.0,6.862068965517241,6.689655172413793,8.935483870967742,9.193548387096774,8.580645161290322,8.403225806451612,8.112903225806452,7.048387096774194,6.564516129032258
Dolphins,8.919354838709678,7.5,8.524590163934427,8.147540983606557,8.508196721311476,7.508196721311475,8.85483870967742,9.338709677419354,8.951612903225806,8.53225806451613,8.209677419354838,8.483870967741936,8.209677419354838
Dolphins,8.919354838709678,7.16,7.879310344827586,8.203389830508474,8.068965517241379,7.706896551724138,8.64516129032258,8.693548387096774,8.935483870967742,8.564516129032258,8.112903225806452,8.0,7.354838709677419
Dolphins,8.919354838709678,7.0,8.5,7.189655172413793,8.228070175438596,7.983050847457627,8.951612903225806,9.129032258064516,8.82258064516129,9.064516129032258,7.338709677419355,8.370967741935484,7.564516129032258
Dolphins,8.919354838709678,7.42,7.220338983050848,8.067796610169491,8.203389830508474,8.23728813559322,8.806451612903226,8.241935483870968,9.225806451612904,8.774193548387096,7.951612903225806,6.725806451612903,7.661290322580645
Dolphins,8.919354838709678,7.38,8.62295081967213,8.819672131147541,7.967213114754099,8.229508196721312,9.370967741935484,8.548387096774194,9.112903225806452,9.5,8.225806451612904,8.96774193548387,9.32258064516129
Dolphins,8.919354838709678,7.24,8.721311475409836,8.98360655737705,8.229508196721312,8.131147540983607,9.14516129032258,8.85483870967742,8.983870967741936,8.451612903225806,7.903225806451613,8.338709677419354,9.048387096774194
Dolphins,8.919354838709678,7.52,7.883333333333334,8.083333333333334,7.583333333333333,8.655737704918034,9.161290322580646,8.741935483870968,8.612903225806452,8.5,7.935483870967742,7.629032258064516,8.17741935483871
Dolphins,8.919354838709678,6.86,7.9491525423728815,8.266666666666667,8.459016393442623,7.813559322033898,8.370967741935484,8.741935483870968,8.774193548387096,8.725806451612904,7.887096774193548,7.612903225806452,8.516129032258064
Dolphins,8.919354838709678,7.68,8.049180327868852,8.540983606557377,7.064516129032258,8.17741935483871,8.64516129032258,8.806451612903226,9.048387096774194,8.161290322580646,8.85483870967742,7.451612903225806,7.919354838709677
Dolphins,8.919354838709678,6.78,7.3559322033898304,8.683333333333334,8.35593220338983,7.966666666666667,8.983870967741936,9.387096774193548,8.451612903225806,8.209677419354838,8.064516129032258,7.048387096774194,8.370967741935484
Dolphins,8.919354838709678,6.74,8.245901639344263,8.508196721311476,8.180327868852459,7.475409836065574,8.96774193548387,8.67741935483871,9.209677419354838,8.725806451612904,8.435483870967742,8.46774193548387,7.645161290322581
Dolphins,8.919354838709678,7.02,8.322033898305085,8.982758620689655,7.866666666666666,8.457627118644067,9.064516129032258,8.564516129032258,9.290322580645162,9.225806451612904,8.274193548387096,7.935483870967742,8.209677419354838
Dolphins,8.919354838709678,6.48,8.066666666666666,7.770491803278689,8.131147540983607,8.65,8.693548387096774,8.274193548387096,8.209677419354838,9.016129032258064,8.129032258064516,8.112903225806452,7.387096774193548
Dolphins,8.919354838709678,7.64,9.46774193548387,8.919354838709678,7.693548387096774,8.225806451612904,9.03225806451613,8.629032258064516,8.806451612903226,9.258064516129032,8.419354838709678,8.096774193548388,8.403225806451612
Dolphins,8.919354838709678,7.6,8.01639344262295,8.360655737704919,7.590163934426229,8.672131147540984,8.96774193548387,9.129032258064516,8.548387096774194,8.612903225806452,8.016129032258064,7.887096774193548,6.693548387096774
Dolphins,8.919354838709678,6.56,8.065573770491802,8.655737704918034,7.327868852459017,8.344262295081966,7.919354838709677,8.983870967741936,8.338709677419354,8.580645161290322,7.193548387096774,7.580645161290323,8.64516129032258
Dolphins,8.919354838709678,6.3,8.172413793103448,8.189655172413794,7.0701754385964914,7.275862068965517,9.67741935483871,8.548387096774194,8.548387096774194,8.935483870967742,7.870967741935484,7.032258064516129,7.935483870967742
Dolphins,8.919354838709678,7.64,7.870967741935484,8.661290322580646,8.14516129032258,8.225806451612904,8.661290322580646,8.53225806451613,9.17741935483871,8.935483870967742,8.14516129032258,7.467741935483871,6.967741935483871
Dolphins,8.919354838709678,7.48,8.262295081967213,8.95,8.133333333333333,7.883333333333334,8.17741935483871,9.129032258064516,8.741935483870968,8.983870967741936,8.629032258064516,7.919354838709677,7.935483870967742
Dolphins,8.919354838709678,7.58,8.557377049180328,8.163934426229508,8.327868852459016,8.459016393442623,8.483870967741936,8.564516129032258,9.03225806451613,8.53225806451613,7.854838709677419,8.080645161290322,8.596774193548388
Dolphins,8.919354838709678,6.3,8.016949152542374,7.947368421052632,7.896551724137931,7.88135593220339,8.387096774193548,8.419354838709678,8.209677419354838,8.564516129032258,8.5,7.983870967741935,8.387096774193548
Dolphins,8.919354838709678,6.82,8.147540983606557,8.419354838709678,8.098360655737705,7.967213114754099,9.096774193548388,9.016129032258064,8.612903225806452,9.064516129032258,8.838709677419354,8.596774193548388,7.258064516129032
Dolphins,8.919354838709678,7.1,8.704918032786885,8.548387096774194,8.37704918032787,8.229508196721312,8.67741935483871,8.661290322580646,8.693548387096774,8.661290322580646,8.85483870967742,8.46774193548387,8.209677419354838
Dolphins,8.919354838709678,7.44,8.403225806451612,8.17741935483871,7.983870967741935,7.82258064516129,9.0,8.64516129032258,8.774193548387096,8.580645161290322,7.887096774193548,7.693548387096774,7.612903225806452
Dolphins,8.919354838709678,6.38,6.8,8.263157894736842,7.758620689655173,8.186440677966102,8.53225806451613,8.53225806451613,8.96774193548387,8.709677419354838,8.161290322580646,7.725806451612903,8.451612903225806
Dolphins,8.919354838709678,7.38,8.737704918032787,7.983606557377049,8.508196721311476,7.229508196721311,8.612903225806452,8.983870967741936,8.919354838709678,9.161290322580646,7.709677419354839,9.14516129032258,8.693548387096774
Dolphins,8.919354838709678,6.9,8.0,8.491803278688524,6.540983606557377,7.885245901639344,8.516129032258064,8.693548387096774,8.693548387096774,8.661290322580646,7.516129032258065,8.0,7.806451612903226
Dolphins,8.919354838709678,7.38,7.629032258064516,8.967213114754099,8.704918032786885,8.704918032786885,9.225806451612904,8.53225806451613,8.338709677419354,8.85483870967742,8.661290322580646,7.564516129032258,7.451612903225806
Dolphins,8.919354838709678,6.02,7.596774193548387,8.129032258064516,8.370967741935484,8.451612903225806,9.048387096774194,8.693548387096774,8.693548387096774,9.193548387096774,7.967741935483871,7.290322580645161,7.193548387096774
Dolphins,8.919354838709678,7.46,8.583333333333334,8.05084745762712,7.716666666666667,8.508474576271187,8.209677419354838,8.5,9.241935483870968,8.887096774193548,8.016129032258064,8.14516129032258,8.112903225806452
Dolphins,8.919354838709678,6.9,8.435483870967742,8.161290322580646,8.274193548387096,7.451612903225806,8.741935483870968,8.725806451612904,8.53225806451613,8.693548387096774,7.419354838709677,9.064516129032258,9.290322580645162
Dolphins,8.919354838709678,6.12,7.435483870967742,8.580645161290322,7.451612903225806,8.612903225806452,9.306451612903226,9.112903225806452,8.516129032258064,8.548387096774194,7.145161290322581,7.758064516129032,7.967741935483871
Dolphins,8.919354838709678,6.1,7.540983606557377,7.566666666666666,7.590163934426229,6.60655737704918,9.0,9.370967741935484,8.629032258064516,8.516129032258064,7.596774193548387,7.612903225806452,7.774193548387097
Dolphins,8.919354838709678,7.04,7.706896551724138,8.186440677966102,7.5,7.4576271186440675,8.774193548387096,9.112903225806452,8.629032258064516,8.403225806451612,8.306451612903226,8.370967741935484,7.903225806451613
Dolphins,8.919354838709678,6.82,8.64516129032258,8.17741935483871,7.403225806451613,8.112903225806452,8.419354838709678,8.790322580645162,8.548387096774194,8.46774193548387,7.32258064516129,9.03225806451613,8.564516129032258
Dolphins,8.919354838709678,7.06,8.566666666666666,7.932203389830509,8.23728813559322,7.933333333333334,8.82258064516129,9.096774193548388,8.338709677419354,8.596774193548388,8.0,8.193548387096774,8.338709677419354
Dolphins,8.919354838709678,4.84,7.645161290322581,8.540983606557377,6.114754098360656,7.483870967741935,8.661290322580646,8.919354838709678,8.435483870967742,8.5,8.903225806451612,6.0,5.193548387096774
Polbooks,12.095238095238095,10.833333333333334,11.914285714285715,11.514285714285714,11.380952380952381,11.41904761904762,11.885714285714286,12.476190476190476,12.247619047619047,12.533333333333333,10.733333333333333,12.019047619047619,11.19047619047619
Polbooks,12.095238095238095,10.654761904761905,11.895238095238096,12.285714285714286,11.6,11.514285714285714,12.314285714285715,12.295238095238096,12.142857142857142,12.095238095238095,11.885714285714286,11.666666666666666,12.17142857142857
Polbooks,12.095238095238095,10.285714285714286,12.40952380952381,11.41904761904762,11.59047619047619,11.40952380952381,12.514285714285714,11.971428571428572,11.980952380952381,12.18095238095238,10.666666666666666,9.980952380952381,11.552380952380952
Polbooks,12.095238095238095,9.738095238095237,11.380952380952381,11.552380952380952,11.038095238095238,11.457142857142857,12.076190476190476,12.057142857142857,12.219047619047618,12.142857142857142,11.81904761904762,11.771428571428572,11.82857142857143
Polbooks,12.095238095238095,9.845238095238095,11.361904761904762,11.295238095238096,10.904761904761905,11.942857142857143,11.847619047619048,12.41904761904762,11.933333333333334,12.00952380952381,11.58095238095238,11.714285714285714,12.133333333333333
Polbooks,12.095238095238095,9.297619047619047,11.509615384615385,11.759615384615385,10.817307692307692,11.740384615384615,12.152380952380952,12.104761904761904,12.60952380952381,12.81904761904762,10.742857142857142,11.638095238095238,12.2
Polbooks,12.095238095238095,9.797619047619047,11.790476190476191,11.514285714285714,11.59047619047619,11.504761904761905,12.438095238095238,11.942857142857143,12.58095238095238,12.552380952380952,11.266666666666667,11.676190476190476,11.438095238095238
Polbooks,12.095238095238095,10.19047619047619,11.2,11.333333333333334,12.095238095238095,11.276190476190477,12.076190476190476,12.019047619047619,12.142857142857142,12.495238095238095,11.228571428571428,12.352380952380953,12.219047619047618
Polbooks,12.095238095238095,10.357142857142858,11.528846153846153,11.836538461538462,11.403846153846153,11.807692307692308,12.152380952380952,12.81904761904762,12.076190476190476,12.104761904761904,11.533333333333333,11.466666666666667,12.361904761904762
Polbooks,12.095238095238095,10.369047619047619,11.932692307692308,11.596153846153847,11.076923076923077,10.971428571428572,12.428571428571429,12.066666666666666,12.123809523809523,11.914285714285715,11.876190476190477,11.047619047619047,10.838095238095239
Polbooks,12.095238095238095,10.44047619047619,11.085714285714285,11.428571428571429,11.323809523809524,12.00952380952381,12.028571428571428,12.380952380952381,11.952380952380953,12.238095238095237,11.695238095238095,11.504761904761905,11.638095238095238
Polbooks,12.095238095238095,10.928571428571429,11.657142857142857,12.085714285714285,10.676190476190476,11.952380952380953,11.971428571428572,12.047619047619047,12.304761904761905,12.266666666666667,10.895238095238096,11.752380952380953,12.057142857142857
Polbooks,12.095238095238095,10.214285714285714,11.980952380952381,11.457142857142857,11.285714285714286,11.095238095238095,12.152380952380952,12.314285714285715,12.123809523809523,11.961904761904762,11.161904761904761,11.6,12.095238095238095
Polbooks,12.095238095238095,10.333333333333334,11.257142857142858,12.619047619047619,11.352380952380953,11.533333333333333,11.885714285714286,12.314285714285715,11.942857142857143,12.247619047619047,11.066666666666666,11.552380952380952,11.257142857142858
Polbooks,12.095238095238095,10.547619047619047,11.380952380952381,11.58095238095238,11.476190476190476,11.238095238095237,12.40952380952381,12.485714285714286,12.238095238095237,12.476190476190476,10.99047619047619,11.8,11.4
Polbooks,12.095238095238095,10.297619047619047,11.980952380952381,11.952380952380953,11.247619047619047,11.276190476190477,12.228571428571428,12.761904761904763,12.790476190476191,12.142857142857142,10.857142857142858,11.838095238095239,12.257142857142858
Polbooks,12.095238095238095,8.80952380952381,10.876190476190477,11.923809523809524,10.8,11.295238095238096,12.0,11.961904761904762,12.742857142857142,12.533333333333333,11.266666666666667,11.466666666666667,11.666666666666666
Polbooks,12.095238095238095,9.583333333333334,11.847619047619048,10.666666666666666,11.066666666666666,11.466666666666667,11.866666666666667,12.304761904761905,12.457142857142857,12.038095238095238,11.838095238095239,11.438095238095238,11.876190476190477
Polbooks,12.095238095238095,10.452380952380953,12.133333333333333,11.257142857142858,11.19047619047619,12.114285714285714,12.495238095238095,12.466666666666667,12.2,12.466666666666667,11.019047619047619,11.904761904761905,12.361904761904762
Polbooks,12.095238095238095,9.916666666666666,11.247619047619047,11.228571428571428,11.40952380952381,11.152380952380952,12.323809523809524,12.342857142857143,12.495238095238095,12.066666666666666,10.666666666666666,11.904761904761905,11.733333333333333
Polbooks,12.095238095238095,10.047619047619047,11.657142857142857,11.571428571428571,11.104761904761904,11.628571428571428,11.923809523809524,12.380952380952381,12.219047619047618,12.238095238095237,11.628571428571428,11.4,11.933333333333334
Polbooks,12.095238095238095,9.94047619047619,10.771428571428572,11.39047619047619,11.161904761904761,12.228571428571428,12.447619047619048,12.342857142857143,12.466666666666667,12.666666666666666,11.266666666666667,11.657142857142857,11.561904761904762
Polbooks,12.095238095238095,10.416666666666666,11.73076923076923,11.14423076923077,11.038095238095238,11.571428571428571,12.304761904761905,11.952380952380953,12.333333333333334,12.657142857142857,11.619047619047619,11.695238095238095,11.038095238095238
Polbooks,12.095238095238095,9.69047619047619,11.057142857142857,11.466666666666667,10.39047619047619,10.80952380952381,12.238095238095237,12.428571428571429,12.17142857142857,11.514285714285714,11.40952380952381,11.4,11.542857142857143
Polbooks,12.095238095238095,10.178571428571429,11.352380952380953,11.41904761904762,11.352380952380953,11.847619047619048,12.6,12.552380952380952,12.076190476190476,12.41904761904762,10.076190476190476,11.59047619047619,11.504761904761905
Polbooks,12.095238095238095,10.238095238095237,10.657142857142857,11.447619047619048,12.142857142857142,11.904761904761905,11.457142857142857,12.314285714285715,12.152380952380952,12.342857142857143,10.247619047619047,11.714285714285714,11.933333333333334
Polbooks,12.095238095238095,9.666666666666666,11.514285714285714,11.504761904761905,11.666666666666666,11.19047619047619,12.523809523809524,12.247619047619047,12.285714285714286,12.266666666666667,10.704761904761904,11.657142857142857,11.82857142857143
Polbooks,12.095238095238095,9.845238095238095,10.704761904761904,11.028571428571428,12.028571428571428,11.961904761904762,12.40952380952381,12.40952380952381,11.971428571428572,12.438095238095238,11.352380952380953,11.17142857142857,11.219047619047618
Polbooks,12.095238095238095,9.357142857142858,11.723809523809523,11.80952380952381,12.161904761904761,11.752380952380953,12.59047619047619,11.99047619047619,12.314285714285715,12.257142857142858,11.247619047619047,11.00952380952381,12.476190476190476
Polbooks,12.095238095238095,10.297619047619047,11.561904761904762,11.857142857142858,11.19047619047619,11.219047619047618,12.18095238095238,11.980952380952381,12.18095238095238,12.19047619047619,11.314285714285715,11.41904761904762,11.714285714285714
