,CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,CH2_L2,DAGI,DALI,inDAGI,inDALI,PALI,PAGI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PALI_0.8_0.2,CN_PAGI_0.8_0.2
0,0.43115589843169927,0.4721064965175353,0.498497606597869,0.30193280871934447,0.50666158837907,0.5024202668322724,0.50666158837907,0.30558652291049493,0.4907475126819801,0.27431355419284204,0.47150939780769613,0.4797233764611272,0.09669948420057595,0.11107846135342717,0.10714154329534245,0.08940229543412662,0.2785139695943259,0.30193090883690304,0.37779655571727194,0.3910516514751988,0.1917308337243945,0.11468077871314,0.4092141239989208,0.4036359156593226,0.43262408852183154,0.4358328509389747,0.23878737668082042,0.14905520374336306,0.4327484199484568,0.42859714486975836,0.44393030465027133,0.4444569153700806,0.36692666016833275,0.19374152279026163,0.4397167392358909,0.438694301022019,0.4439497879615099,0.44469569374093926,0.4557956926235125,0.2716933739847619,0.44007803682548524,0.4391615839472477
1,0.40205478470842115,0.4275058955988436,0.43735113290474414,0.2725282854101766,0.48637762818490704,0.49067181654570646,0.48637762818490704,0.31144200737745903,0.46103096235495955,0.2543994915917457,0.45448136721893967,0.46440248652422683,0.0923992092939826,0.10565926177766499,0.11445910794170772,0.10757006240347246,0.25469606563128,0.27269511549469116,0.3553593246513087,0.3621565962491456,0.2131091854903757,0.13494246679486588,0.37223308498842356,0.367718610827609,0.4003048995863153,0.40025936182421734,0.258751614481463,0.1722897166039986,0.3995810009278806,0.39612949577947326,0.4089337453301921,0.4086807903153804,0.3453912938029843,0.21877896558659227,0.4070211786419379,0.40657571375666773,0.4094200812181935,0.40887027066034204,0.4262743435686578,0.2835914136452453,0.40712816560594933,0.40716401477933556
2,0.4177564452898991,0.44957549212666825,0.46255194923951315,0.30442152156631197,0.48058586849280305,0.4865648998428596,0.48058586849280305,0.3332976659574719,0.45812822737185677,0.2813023333258513,0.4748738454854056,0.4865029234186252,0.10317303544273815,0.12013436308408593,0.09582538752794939,0.09027842636027589,0.2974704876760488,0.30452042686510505,0.4050503992817217,0.41033681185894794,0.14515573856882186,0.11426061118426906,0.4108300738413292,0.4009025391895106,0.43053178163056194,0.43141869654708337,0.19721350970477913,0.14648836120877254,0.4248809397701493,0.41890559159362467,0.43354403725771934,0.4336135329116896,0.30912536212826414,0.18989164938041467,0.43045801040093284,0.4272990002913131,0.43351524739318664,0.4335526678265764,0.41747208735327995,0.2580872708950473,0.43052667521364957,0.42735268807892896
3,0.4178398863246418,0.445573864994049,0.4488708566796624,0.29581647729398447,0.4907356686822569,0.5017358640620014,0.4907356686822569,0.3483036197549058,0.4558657786318939,0.2473736056653934,0.4841064858946712,0.4979502365766717,0.1051489404837502,0.12627190340291627,0.09480863518775094,0.09508298989036593,0.2802531161946913,0.29581614321943156,0.4239763969501569,0.43222587446026745,0.1500936037275286,0.12247464936159057,0.3935795701083681,0.3880574245168287,0.439542651635911,0.44262338812669383,0.20044968963699367,0.15817923803370196,0.4179444019002967,0.413480310946502,0.43834268871798426,0.4400119904883455,0.2986565035842419,0.20793274992168567,0.4267960036902375,0.4239763521570282,0.43837395983665706,0.4400223895247303,0.41041024227834977,0.28648338583366306,0.42693764631725706,0.4245184562635957
4,0.38385961428804183,0.4200498962560908,0.4484102932377863,0.2784273632291686,0.44866676040826675,0.45801692003758865,0.44866676040826675,0.2956678141277494,0.4170095795191206,0.2300121912302317,0.4281031913863582,0.440314113198728,0.0982065274048084,0.11319709965870232,0.11122639416751812,0.09389264483979792,0.26326178288145075,0.2783959484016564,0.3773478234774909,0.3819302872248905,0.19932959016153162,0.12036502033659494,0.36914771560732607,0.36024531484053485,0.3992682072938778,0.39983841617986676,0.2477181735354449,0.15263054800709383,0.38996184729129874,0.3844901173741276,0.39974783441007194,0.3996931913865892,0.32873122007470634,0.19460008239630822,0.39500052768380095,0.39267558292938576,0.39974397596606537,0.39970236946768317,0.39479874473772353,0.263106373741547,0.3951515546315824,0.3929939417523809
5,0.4066894555374174,0.4404671536905894,0.4556065574051916,0.2872582833739822,0.5030901595101087,0.5056390037364565,0.5030901595101087,0.2953907945517956,0.4768461800383752,0.2382111788148267,0.46303400419464724,0.4744159884228577,0.10123480339931196,0.11535351212238262,0.10053834701979905,0.09022698017046021,0.27731135771864024,0.28712420138414374,0.3859015351284203,0.40270124065012625,0.1721621306285888,0.11541035305630944,0.3889091092159599,0.3780461772161158,0.42004332156302665,0.4247790817203665,0.22164420576262722,0.1492002259436124,0.4096119466955326,0.40351518081458176,0.42534134438240523,0.4279186288250511,0.3162828355936974,0.19454291988204223,0.41486442418702957,0.4122531213027406,0.4254147487813932,0.427933982756168,0.41433394237051635,0.260105939974431,0.41486442418702957,0.41293421830925703
6,0.44617070321472946,0.484827042051301,0.5055024275725772,0.3283171080372335,0.5054927506592748,0.5004698326256751,0.5054927506592748,0.3038776496269402,0.48322328783611657,0.24454525799380394,0.5101283095735808,0.5243552485945281,0.09906033397401565,0.11426875520271751,0.11747480917091682,0.10046022466010336,0.3164151708787858,0.3283171080372336,0.44223664192460993,0.44682652658708694,0.23034537726981158,0.1319704827834492,0.4278886128449728,0.41934181962321204,0.46233111707786056,0.4638004699296795,0.2863849295447813,0.17224423633583022,0.4500871044965288,0.44378886062334055,0.463951803525972,0.46383381786237615,0.38342246941350056,0.2230241516242558,0.45763907888580163,0.45478911526608934,0.46403323375335936,0.463851654877715,0.460673935787563,0.2862722465696445,0.4578553730458593,0.4553193363667863
7,0.3914276822439774,0.42362995719317215,0.45577435539504524,0.2777281099492287,0.46551189358385237,0.47382017623965567,0.46551189358385237,0.33805223364029874,0.4261758299795879,0.2590158123379903,0.43919414783338795,0.45397660835547843,0.10706550532896542,0.12184192814657217,0.09121320660655696,0.08514101639280289,0.2639872255895645,0.2778827342143062,0.39960363861341625,0.40085941649440904,0.16769101765952782,0.11208257346927385,0.3733495043137375,0.3669136125484549,0.4085562952368116,0.4059152144218661,0.21502287901475933,0.14289913710369784,0.39431000806178584,0.3913467703341666,0.40841917425473473,0.4094121433198502,0.30820105348892524,0.18479369500183324,0.3987957331226602,0.39737014171385066,0.40839372550018355,0.40942257308104507,0.3917399381708131,0.248662345395152,0.3990036805939241,0.3973181606600438
8,0.41414297046125814,0.45190763341779466,0.4786186332554559,0.2973462975546832,0.47606591285559985,0.47867672739989997,0.47606591285559985,0.3083138297501119,0.43667016958016047,0.24445951692623513,0.46040687920064144,0.46528090791347965,0.10268368923774002,0.11574170309644644,0.09664130306747415,0.08427793263730922,0.2804036761146021,0.2973656921916606,0.385948308171636,0.3934501089090834,0.18372253195437116,0.10969160539535483,0.3960894003909308,0.3870933187052351,0.41998818849453357,0.4209680065878214,0.22572148686010474,0.14383697632237596,0.4160367392223185,0.41146603004930826,0.4268678175208672,0.42668370080025625,0.3291471980863833,0.19171005398620072,0.4210629860718342,0.420116582260301,0.4269855148919213,0.426692163691894,0.42671191720556084,0.2605683783389368,0.4213957150905762,0.42041118949507134
9,0.3990563914630143,0.4345260998144753,0.46823524058918864,0.29076822369273736,0.5065506385309705,0.5090617911238473,0.5065506385309705,0.30922377255207834,0.4923329846263252,0.23022339106757822,0.4332319122992646,0.44668931209178225,0.09258956497749322,0.10949851586702242,0.10960226965459703,0.09439105902258378,0.281413550609519,0.2908013881158895,0.37499586359203424,0.3830072085164479,0.19437120206139336,0.12309769467658936,0.38349532016954807,0.3740835488383317,0.4085359532935095,0.40941853979780096,0.2396107051256995,0.15748681012188415,0.4032715298785696,0.39719909380622115,0.4134535615382483,0.4126778365041545,0.3429238687766474,0.19572956256670176,0.40811455260517826,0.4050826541789348,0.41352525485694425,0.4126935317090552,0.4219886556591005,0.2567015256487475,0.40817184901079984,0.405233003239884
