,CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,CH2_L2,DAGI,DALI,inDAGI,inDALI,PALI,PAGI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PALI_0.8_0.2,CN_PAGI_0.8_0.2
0,0.3846872308354866,0.36691576730591335,0.36691576730591335,0.3035829254552969,0.3909512999720174,0.3905863730586302,0.3909512999720174,0.3981229595567831,0.3592679216319738,0.2867341453223777,0.3973810162407941,0.4391617316163825,0.2755537707906129,0.3073486463977097,0.1949218084043346,0.39272964354118856,0.29927187409732703,0.3035829254552969,0.4242268996625761,0.49299538026306994,0.27622216282831974,0.39985700361094256,0.34833863124634024,0.3498539005768473,0.4060330014148206,0.46080463723204834,0.2849682316932043,0.406228208409077,0.3544813278839879,0.3527677984842619,0.38848823604196303,0.42288274509121293,0.31612276474076134,0.4205255972193424,0.3544813278839879,0.3527677984842619,0.38628177426103316,0.4223129445214124,0.357909064991273,0.41413711136713427,0.3544813278839879,0.3527677984842619
1,0.39508273984080433,0.4062511707581522,0.4213772211783202,0.39540120535788864,0.35847643807078855,0.37101341586724657,0.35847643807078855,0.3937517980321818,0.30704859534999746,0.19696616761279837,0.4080815417954622,0.4172268330040595,0.21042215147812043,0.23004567645504925,0.19258657515829647,0.18662225281971978,0.39701184450779403,0.39540120535788864,0.4471047859588758,0.4601839350474394,0.21449871799908762,0.19717512822261907,0.4307701064428011,0.44007030520138424,0.44761072401792484,0.4636126169861531,0.23629238985271045,0.2121021808513691,0.4435847795764355,0.4257001900495918,0.4488284591740027,0.4683703534140575,0.26776526670047235,0.23221619281865394,0.41199464352201376,0.41379542814482984,0.4488284591740028,0.4683703534140575,0.3531145814443344,0.25347876590827717,0.41199464352201376,0.41379542814482984
2,0.3734883720930233,0.37831543346651425,0.37511587939739494,0.5117843267843267,0.35135531135531134,0.3520523888627337,0.35135531135531134,0.32968191229060795,0.3825021125021125,0.25494875933759437,0.3389947943353516,0.36488939390563163,0.24423275196789626,0.22516297729348822,0.2079955975455594,0.38136266523065,0.5019279920794161,0.5117843267843267,0.414546667050087,0.35472313471838246,0.34826402451795446,0.3894524771794839,0.46926288065331445,0.4713738992700741,0.4297230547230547,0.4145788062699827,0.36026969252019614,0.4041894416306658,0.44790011426755943,0.47045194281502595,0.4265563162074789,0.4151284224987647,0.3990236796605901,0.41930041849855826,0.4449371513045965,0.47045194281502595,0.426556316207479,0.4151284224987647,0.47562759082768724,0.4757692870736349,0.4449371513045965,0.47045194281502595
3,0.2585128727985871,0.2848198616055759,0.30202595024023593,0.2709952220682228,0.24952900056876542,0.25336434268265623,0.24952900056876542,0.29105547036676016,0.2519659405683855,0.25588919317485304,0.28284419813444583,0.2918968636298989,0.24869758486654497,0.31756945987533425,0.2090443894997785,0.21720847935422508,0.30820005248056825,0.2709952220682228,0.43377322772704163,0.44668857405032514,0.22560421963217153,0.2244049946648792,0.28079423613394716,0.2711509269023349,0.29447957738792374,0.31763645086365333,0.24159605427230116,0.23267703863095904,0.28105622503008365,0.26934710002256373,0.2750170966859472,0.2959056923827314,0.2624927764390058,0.24542675854692925,0.2767272207010793,0.26934710002256373,0.2750170966859472,0.2959056923827314,0.27193296909115694,0.276428150452564,0.2767272207010793,0.26934710002256373
4,0.2576498225621032,0.26389899972405934,0.2819295515477146,0.32286136014480654,0.2372250244755202,0.2286745110230855,0.2372250244755202,0.22206065287415466,0.22469105572637743,0.1589105393654622,0.2513628807160019,0.25971717901763086,0.2715670837115442,0.2066705795739907,0.27631270927096696,0.2777914920898178,0.32563382194552676,0.32286136014480654,0.34536645030385776,0.30872613450129116,0.2948590865310993,0.28674869411147547,0.2817347656447554,0.27928708687936166,0.28396022216811817,0.2715881581438857,0.2945617877497012,0.2915231611451074,0.2736527701570103,0.2724480424228708,0.26748099747820964,0.2708280352759197,0.29274568827289815,0.29627842784519776,0.2727638812681214,0.27276229607045777,0.2704126239994438,0.2708280352759197,0.26419020413192607,0.30151170985382947,0.2727638812681214,0.27276229607045777
5,0.4036012395661518,0.44677819996382323,0.44494669813232146,0.5341860646812019,0.3907042733878303,0.39265272921525757,0.3907042733878303,0.3317809245813218,0.32699143569428657,0.3579163857909833,0.41718782870985005,0.4387945036607147,0.21291234431585307,0.23961244246065422,0.16683688463813792,0.2922639147265278,0.567389717018804,0.5341860646812019,0.4484808022890037,0.48105543630826475,0.1915874195726667,0.3042845471267449,0.5356210279926324,0.5313909532973512,0.46512688958744375,0.46971908208750307,0.2013242478742423,0.3229402813589772,0.5198003702905664,0.5174756190577692,0.444053092077582,0.45450953880061856,0.2700352262116968,0.3382783527760381,0.5201031888323786,0.5180702445580551,0.43689196675788894,0.45450953880061856,0.36513738082263325,0.3752254372398819,0.5201031888323786,0.5180702445580551
6,0.4885034713972704,0.5092629332920671,0.5108698947685938,0.5426429470615517,0.39221176113845035,0.414717099188217,0.39221176113845035,0.33075772088812583,0.36868702614263954,0.27926656030858493,0.45573611320295104,0.4649359865820403,0.2819693464430307,0.2894604183450004,0.16661685216896777,0.2775417403076801,0.49928000764134306,0.5426429470615517,0.44922635402369615,0.49009680910221376,0.19608557501749463,0.28770019324525264,0.5885597007450554,0.5939360783665891,0.5193650734893326,0.5402765789976416,0.21075029589380534,0.2926417089618761,0.5714059066498091,0.5692004183313852,0.5038964338091928,0.5162427625725208,0.25830035889559344,0.30684176968342136,0.5714059066498091,0.5692004183313852,0.5038964338091928,0.5162427625725208,0.42486605182257353,0.3342693699867877,0.5714059066498091,0.5692004183313852
7,0.33618113912231556,0.37278168677258755,0.37411206371272054,0.35110843242422185,0.3125066876399994,0.3258497780007797,0.3125066876399994,0.3658357860052233,0.32403072946905154,0.3358206743140164,0.4792173778861085,0.5101741033739006,0.2885845108019396,0.3263399467442183,0.16076422793191458,0.18731825088864346,0.36019176042395856,0.35110843242422185,0.4329492410440611,0.44780591167267336,0.19528455940805486,0.19801408474632196,0.4019521970489907,0.4024301587816203,0.3968361442412287,0.39279189443097057,0.2050931892654294,0.2049337370823861,0.37522384056405655,0.3749941976019395,0.35881600225253474,0.37497943329429595,0.21731388278836702,0.23099167087479544,0.37522384056405655,0.3749941976019395,0.3574206534153254,0.37497943329429595,0.26544392301385356,0.2853961861533573,0.37522384056405655,0.3749941976019395
8,0.22959183673469388,0.2412835270989251,0.23870877998750956,0.23285641244628116,0.23950571564744152,0.24799062571180322,0.23950571564744152,0.3236975986975987,0.23585378043807115,0.22436517493176134,0.23261074915075647,0.24013581898565803,0.2532571778711485,0.3069544348738025,0.19219365980004277,0.21048005637562123,0.21982488245559048,0.23285641244628116,0.3221959068032436,0.3220297415260537,0.21398335636173627,0.21719170866231668,0.2314078831713008,0.22946689930589625,0.2497131897602395,0.25803192139228887,0.22997273385559436,0.2236186843967275,0.23340914755496378,0.23061537679365945,0.24099577278751871,0.24779203202842223,0.23180608005792824,0.23504291287567985,0.23075838197316373,0.23061537679365945,0.23970177692830547,0.2477920320284222,0.231776668715268,0.22901302491527878,0.23075838197316373,0.23061537679365945
9,0.3389144197347897,0.3484266909019993,0.3973949448702533,0.3429974817104887,0.27838040231941236,0.2800526829646513,0.27838040231941236,0.24044363405098496,0.27169483171120906,0.1935598283165195,0.35201182164275874,0.32747974179377953,0.26780558808787475,0.30696398443391976,0.23705665548705457,0.26961755916519864,0.33764712977961614,0.3429974817104887,0.40010003521337734,0.3653665164286879,0.3003237945397894,0.28591143894549464,0.381906142539265,0.3546469770110662,0.3596067643332876,0.35442717127515716,0.30949452838456093,0.30449083718515174,0.35077995040339816,0.3439678859687144,0.35091562251723973,0.3474678811501764,0.31891880879580925,0.29629570867931637,0.34601804564149335,0.3439678859687144,0.35091562251723973,0.3474678811501764,0.33813144107101367,0.2942482113348249,0.34601804564149335,0.3439678859687144
